微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
K67wZxH0d,"转发理由:顾医生！我不稳定！快来亲亲我！ 查看图片  
原始用户: ·路遇舟遥客·
转发内容: #肖战#  #肖战余生请多指教#      “阿战，余生请多指教..”自截自修3P || 🈲 二改🈲 快转/快转拉黑    #肖战[超话]#  [组图共3张] 原图 ",,https://ww1.sinaimg.cn/large/006QMTzMly1goj7d2abpfj30g10ce0tj.jpg,"http://ww2.sinaimg.cn/large/00863cPCly1goio9puup7j30u00u0din.jpg,http://ww2.sinaimg.cn/large/00863cPCly1goio9qib4qj30u00u040m.jpg,http://ww3.sinaimg.cn/large/00863cPCly1goio9r0u3uj30u00u0wh5.jpg",False,无,无,2021-03-14 10:01,nova7Pro你在焦点在,0,0,0
K61agi9Si,"转发理由:转发微博  
原始用户: 肖战工作室
转发内容: 三哥@X玖少年团肖战DAYTOY 竖版剧照奉上，换壁纸啦 #肖战[超话]#  [组图共6张] 原图 ",,无,"http://ww3.sinaimg.cn/large/007fzS16ly1goieqxwixrj32bc3h0x6v.jpg,http://ww4.sinaimg.cn/large/007fzS16ly1goieq9kh5ij32bc3h0kjr.jpg,http://ww1.sinaimg.cn/large/007fzS16ly1goierlgzqxj32bc3h01l3.jpg,http://ww4.sinaimg.cn/large/007fzS16ly1goieqie6jij32bc3h0x6v.jpg,http://ww4.sinaimg.cn/large/007fzS16ly1goierw5wn5j32bc3h07wn.jpg,http://ww3.sinaimg.cn/large/007fzS16ly1goieqqedasj32bc3h04qv.jpg",False,无,无,2021-03-13 17:48,nova7Pro你在焦点在,0,0,0
K60Yll1kL,"转发理由:#肖战# 你要顺顺利利！  
原始用户: 橘子港·
转发内容: 肖战20缩影｜ 成长向放弃规则 放纵去爱 没有人能够阻挡你“我不转弯”#肖战陌森眼镜品牌代言人# ｜#肖战# @X玖少年团肖战DAYTOY . 橘子港·的微博视频  ",,无,无,False,无,无,2021-03-13 17:19,nova7Pro你在焦点在,0,0,0
K60CNnC34,#天涯明月刀手游[超话]#墙  [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/006QMTzMly1goicv2ss8sj317c0k07wh.jpg,http://ww4.sinaimg.cn/large/006QMTzMly1goicv3cd41j31t00sittm.jpg,http://ww4.sinaimg.cn/large/006QMTzMly1goicv3qha5j31t00sq4bk.jpg",无,True,无,无,2021-03-13 16:26,天涯明月刀手游超话,1,0,5
K60BBwh2G,"转发理由:不想吃代餐啊  
原始用户: -Awide-
转发内容: 兔兔wink  原图 ",,无,http://wx4.sinaimg.cn/large/815e3a24ly1goiasehcoig208z08z1g6.gif,False,无,无,2021-03-13 16:23,nova7Pro你在焦点在,0,0,0
K60vPBlAm,"转发理由:转发微博  
原始用户: 乐维文化LEVAY
转发内容: #肖战献唱冬奥# #肖战和小朋友合唱# 乐维素质偶像王雨朵、陈一宁与肖战哥哥和当期所有出演的小朋友的合照来啦！乐维·中国愿陪伴你们在艺术的道路上一直璀璨！  原图 ",,无,http://wx3.sinaimg.cn/large/006W14vyly1godubukmq9j319r0u07wi.jpg,False,无,无,2021-03-13 16:09,nova7Pro你在焦点在,0,0,0
K5ZKIrMFj,"转发理由:看的时候就是这种感觉！！！🙊🙊  
转发内容: //t.cn/Rfd3rQV ",,无,无,False,无,无,2021-03-13 14:12,nova7Pro你在焦点在,0,0,0
K5YR4fLxV,#天涯明月刀手游[超话]#这个江湖🍶你见过最美的风景是哪里呢？ 他俊美中带着光的微博视频  ,,无,无,True,"http://f.video.weibocdn.com/QQXukyRJlx07L3mmwpE4010412008DZn0E010.mp4?label=mp4_hd&template=1036x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1616311367&ssig=GHwt6957lX&KID=unistore,video",无,2021-03-13 11:55,天涯明月刀手游超话,3,2,3
K5Yr3rVbt,"转发理由:这一套真的绝！  
原始用户: 少女写真映画
转发内容: 北京卫视《冬梦之约》7号选手肖战  [组图共9张] 原图 ",,无,"http://ww4.sinaimg.cn/large/a1d6bcffly1god4ybrttwj218l1uvkjl.jpg,http://ww1.sinaimg.cn/large/a1d6bcffly1god508743mj23a426r4qt.jpg,http://ww4.sinaimg.cn/large/a1d6bcffly1god4y86s5aj230c2087wk.jpg,http://ww2.sinaimg.cn/large/a1d6bcffly1god4y1ct4yj21gi26rhdu.jpg,http://ww2.sinaimg.cn/large/a1d6bcffly1god50jswq0j226r3a4b2d.jpg,http://ww2.sinaimg.cn/large/a1d6bcffly1god5d6p30ug20qo0ju4qz.gif,http://ww1.sinaimg.cn/large/0070AnOygy1goexx61y8bj30m813ijwd.jpg,http://ww3.sinaimg.cn/large/a1d6bcffly1god4yck0dsj20u0191tg0.jpg,http://ww1.sinaimg.cn/large/a1d6bcffly1god5didekog20qo0f0u0y.gif",False,无,无,2021-03-13 10:51,nova7Pro你在焦点在,0,0,0
K5P6ipwot,"转发理由:宝@X玖少年团肖战DAYTOY @肖战工作室 来笑  
原始用户: 厮吻
转发内容: 宝 今天去吃甜品了 但是 我还是最喜欢你给我煮的独家甜品 闭门羹@X玖少年团肖战DAYTOY  ",,无,无,False,无,无,2021-03-12 11:05,nova7Pro你在焦点在,0,0,0
K5Ocz9TEs,#室友说梦话有多可怕#突然喊了一声  ,,无,无,True,无,无,2021-03-12 08:48,nova7Pro你在焦点在,0,0,0
K5K3GbUk2,"转发理由:转发微博  
原始用户: 十月雾屿丨肖战
转发内容: #肖战全开麦#  #肖战东方卫视跨年# 相爱后动物感伤直拍先爱吧 动物不感伤@X玖少年团肖战DAYTOY 十月雾屿丨肖战的微博视频  ",,无,无,False,无,无,2021-03-11 22:15,nova7Pro你在焦点在,0,0,0
K5FxTj6HE,"转发理由:转发微博  
原始用户: MOLSION陌森眼镜
转发内容: 用时间书写自己的故事，用行动实现手中蓝图，做纯粹的梦想实现者，每一面都是未来的自己。《设计师篇》已登场，与#肖战陌森眼镜品牌代言人# 一起#直面每一面#。2021，为梦想逐步前行，用行动实践手中蓝图，一切未完待续。【元气镜 MJ3039 B10】@X玖少年团肖战DAYTOY 同款通道 👉🏻 天猫陌森旗舰店🔗  TMALL 京东陌森旗舰店🔗  http://t.cn/RmiyMMk MOLSION陌森眼镜的微博视频                     ",,无,无,False,无,无,2021-03-11 10:46,nova7Pro你在焦点在,0,0,0
K5F2RolJv,"转发理由:让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗让亲吗  
原始用户: 酒拾九
转发内容: #肖战唐三# 来笑一个  [组图共2张] 原图 ",,无,"http://ww2.sinaimg.cn/large/72ea0a40gy1gof60lto47j20zl1o0x6r.jpg,http://ww2.sinaimg.cn/large/72ea0a40gy1gof60k5c1sj20zl1o0qv7.jpg",False,无,无,2021-03-11 09:29,nova7Pro你在焦点在,0,0,0
K5yTywHto,"转发理由:【电视剧王牌部队】，我投给了“王牌部队，卫国担当。强兵之路，步伐铿锵。”这个选项，你也快来表态吧~  
原始用户: 可爱dd-
转发内容: gc又脏了，分享删tp删ID#电视剧王牌部队#   电视剧王牌部队  ",,无,无,False,无,无,2021-03-10 17:50,nova7Pro你在焦点在,0,0,0
K5ylIdgZQ,wwyjwybsmshnlhkdbdzydshlm  ,,无,无,True,无,无,2021-03-10 16:27,nova7Pro你在焦点在,0,0,0
K5wHXu43J,"转发理由:@肖战工作室 你瞧！你看！👀   
原始用户: 专业杀龟选手
转发内容: 笑死，今天上推，一脸懵逼的看海外虾说“I'm a simple girl and I'm not asking for much but can xz studio please open a twitter account”我还以为发生了啥呢，咋突然要求开海外账号，原来是IPFI颁奖的时候其他艺人都有推，都艾特了，只有肖战没有，笑死 #肖战光点2020全球单曲畅销榜第七#  [组图共3张] 原图 ",,无,"http://ww2.sinaimg.cn/large/006Ym0Acly1goemhg0s1gj30hs0iu75e.jpg,http://ww3.sinaimg.cn/large/006Ym0Acly1goemhwnawkj30hs0idq43.jpg,http://ww1.sinaimg.cn/large/006Ym0Acly1goemhxll49j30hf08pjrq.jpg",False,无,无,2021-03-10 12:16,nova7Pro你在焦点在,0,0,0
K5wG1gs0C,"转发理由:跨界创界闯世界  
原始用户: 重生之难忘今宵
转发内容: #肖战光点2020全球单曲畅销榜第七# 我们的成绩被福布斯报道啦  [组图共2张] 原图 ",,无,"http://ww1.sinaimg.cn/large/007COFpAgy1goemzp6btyj30u01hckjl.jpg,http://ww2.sinaimg.cn/large/007COFpAgy1goemzo1v3xj30u01hc4qp.jpg",False,无,无,2021-03-10 12:11,nova7Pro你在焦点在,0,0,0
K5w6O7tH3,"转发理由:转发微博  
原始用户: 颜究所bot
转发内容: #肖战光点2020全球单曲畅销榜第七#xz #肖战献唱冬奥# 肖战在诞生过无数奥运金牌的国家体育馆，如今的“冰球圣殿”带来舞台《Something just like this》，美妙歌声也许和体育运动一样，可以穿越国界、语言，让我们通过冰球赛场上响起的歌声，再次感受冬奥的魅力吧！ #肖战# 冬梦之约官方微博的微博视频  ",,无,无,False,无,无,2021-03-10 10:44,nova7Pro你在焦点在,0,0,0
K5vIFrjoZ,"转发理由:啊，我也吃这套  
原始用户: 所以就是W君啊
转发内容: 三哥生气的时候卖个萌就不会挨骂了吧 脑洞收纳中如有雷同纯属巧合   原图 ",,无,http://wx4.sinaimg.cn/large/006RQUHtly1godv0dqpaag30nm0nmb2s.gif,False,无,无,2021-03-10 09:45,nova7Pro你在焦点在,0,0,0
K5vIj2fMD,"转发理由:【我喜欢你@X玖少年团肖战DAYTOY 】，我投给了“#肖战光点国际唱片协会全球单曲榜第七# / #肖战#”这个选项，你也快来表态吧~  
转发内容: 抱歉，由于作者设置，你暂时没有这条微博的查看权限哦。查看帮助：http://t.cn/RfdBWwP  ",,无,无,False,无,无,2021-03-10 09:44,nova7Pro你在焦点在,0,0,0
K5v5rfGh3,少走邪魔歪道  ,,无,无,True,无,无,2021-03-10 08:08,nova7Pro你在焦点在,1,0,0
K5v4SnxWD,"转发理由:【肖战光点国际唱片协会全球单曲榜第七太厉害了】，我投给了“#肖战光点国际唱片协会全球单曲榜第七#肖战优秀”这个选项，你也快来表态吧~  
原始用户: 李美美诶
转发内容: 恭喜肖战#肖战IFPI全球单曲榜第七#@X玖少年团肖战DAYTOY 分享并删除tp 两个字 肖战光点国际唱片协会全球单曲榜第七太厉害了  ",,无,无,False,无,无,2021-03-10 08:07,nova7Pro你在焦点在,0,0,0
K5uCY0J5E,"转发理由:肖战光点  
原始用户: 音娱风向牌
转发内容: #肖战# 的《 Made to Love》在IFPI的2020年全球最畅销单曲榜上排名第七。肖战也成为该榜历史上唯一入榜的华语男歌手。  原图 ",,无,http://wx4.sinaimg.cn/large/69077c94gy1godzo05btzj20wi1jqh9t.jpg,False,无,无,2021-03-10 06:58,nova7Pro你在焦点在,0,0,0
K5mIRlGD8,"转发理由:哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇  
原始用户: HemiaSweet
转发内容: 🌫 评论配图#肖战#  [组图共9张] 原图 ",,无,"http://ww4.sinaimg.cn/large/684eb29aly1godgij4y02j20xr1o0x6p.jpg,http://ww1.sinaimg.cn/large/684eb29aly1godgik5kq8j21em2i04qs.jpg,http://ww4.sinaimg.cn/large/684eb29aly1godgil26ecj20xr1o0x6p.jpg,http://ww3.sinaimg.cn/large/684eb29aly1godgiln2dlj20xr1o0x6p.jpg,http://ww2.sinaimg.cn/large/684eb29aly1godgip89mlj21em2i04qs.jpg,http://ww2.sinaimg.cn/large/684eb29aly1godgiq729aj20xr1o0x6p.jpg,http://ww4.sinaimg.cn/large/684eb29aly1godgima6ehj20xr1o0x6p.jpg,http://ww1.sinaimg.cn/large/684eb29aly1godginvaddj21em2i01l0.jpg,http://ww2.sinaimg.cn/large/684eb29aly1godgiqvesxj20xr1o0x6p.jpg",False,无,无,2021-03-09 10:51,nova7Pro你在焦点在,0,0,0
K5mFqBqHZ,"转发理由:转发微博  
原始用户: MOLSION陌森眼镜
转发内容: 每一部作品，每一个角色，都诠释多面才华。温柔的、坚毅的每一面，都是最真实的自己。《演员篇》已登场，与#肖战陌森眼镜品牌代言人# 一起#直面每一面#，释放才能，让更多人看到不同。更多篇章即将开启，敬请期待。【才华镜 MJ6118 B90 】 天猫 🔗  陌森2021春季新品眼镜架大框光学近视眼镜潮流百搭光学镜MJ6118  京东🔗 【才华镜】陌森肖战同款21新品男眼镜架大框光学近视眼女光学镜MJ6118 肖战同款B90+定制礼天猫陌森旗舰店🔗  TMALL京东陌森旗舰店🔗  http://t.cn/RmiyMMk MOLSION陌森眼镜的微博视频                     ",,无,无,False,无,无,2021-03-09 10:42,nova7Pro你在焦点在,0,0,0
K5hdZtwIa,"转发理由:小猫咪最喜欢坐在主人腿上了  
原始用户: 溺水小刀片
转发内容: 小猫咪的设定就是永远爱主人  原图 ",,无,http://wx4.sinaimg.cn/large/0068kDDqly1gocr8ys87sg30g00lcqv7.gif,False,无,无,2021-03-08 20:51,nova7Pro你在焦点在,0,0,0
K5hag9FkW,"转发理由:我靠儿，喉结有毛毛  
转发内容: 抱歉，由于作者设置，你暂时没有这条微博的查看权限哦。查看帮助：http://t.cn/RfdBWwP  ",,无,无,False,无,无,2021-03-08 20:42,nova7Pro你在焦点在,0,0,0
K5gcAdQgO,"转发理由:转发微博  
原始用户: 残疾人奥林匹克运动会
转发内容: 确实很难[並不簡單]感谢肖战、余承恩两位艺人老师参与残奥运动的推广工作 @X玖少年团肖战DAYTOY @肖战工作室 @余承恩 也欢迎更多朋友关注残奥冰球运动、关注残疾人体育！[中國贊]央视频的微博视频  ",,无,无,False,无,无,2021-03-08 18:15,nova7Pro你在焦点在,0,0,0
K5fdz3WUF,#天涯明月刀手游[超话]##天气即天意# 彩虹🌈  原图 ,,http://wx4.sinaimg.cn/large/006QMTzMly1gocjksr857j317c0k0e81.jpg,无,True,无,无,2021-03-08 15:44,天涯明月刀手游超话,1,0,0
K5eUHtccV,"转发理由://@1005号肥虾饲养部:#肖战冰球运动推广大使# 和冰球运动推广大使@X玖少年团肖战DAYTOY 一起get冬奥场馆小知识啦  
原始用户: 北京卫视
转发内容: #冬梦之约#   “国家体育馆，位置在奥林匹克公园中心区，前方是“鸟巢”，南侧是“水立方”，国家游泳中心，北侧是国家会议中心。从场馆的建筑和外观设计来讲，国家体育馆的屋面是一个曲面的，正好完美的过渡了水立方的平面以及国家会议中心的一个曲面，从外观上来说，就形成了一个和谐的奥林匹克公园！“快来跟@X玖少年团肖战DAYTOY  一起探索冬奥场馆，深入了解国家体育馆的建筑结构，今日份冬奥场馆小知识，快来查收！ 北京卫视的微博视频                     ",,无,无,False,无,无,2021-03-08 14:58,nova7Pro你在焦点在,0,0,0
K5esI2NgD,"转发理由:倒数第二张我想起战羡的一句话“我做梦都想回莲花坞”  
原始用户: 性本恶爱谁谁
转发内容: #肖战# 剧版战羡!!无法忘记的笑容～Twitter:mmungnothing✨「授权见评」  [组图共15张] 原图 ",,无,"http://ww4.sinaimg.cn/large/006eQsgkgy1goc8t922lhj30l40sgtan.jpg,http://ww3.sinaimg.cn/large/006eQsgkgy1goc8ta2c8wj30j90sgn0b.jpg,http://ww2.sinaimg.cn/large/006eQsgkgy1goc8tav66fj30jf0sgabw.jpg,http://ww3.sinaimg.cn/large/006eQsgkgy1goc8tc72r9j30lq0rsjv3.jpg,http://ww3.sinaimg.cn/large/006eQsgkgy1goc8vin52vj30sg0k2wgv.jpg,http://ww1.sinaimg.cn/large/006eQsgkgy1goc8teoucbj30kv0rs0uw.jpg,http://ww1.sinaimg.cn/large/006eQsgkgy1goc8tfjaarj30fh0p0762.jpg,http://ww3.sinaimg.cn/large/006eQsgkgy1goc8tgjekrj30hn0p0777.jpg,http://ww4.sinaimg.cn/large/006eQsgkgy1goc8tho8uqj30p00l8wgl.jpg,http://ww2.sinaimg.cn/large/006eQsgkgy1goc8tjau4hj30oy0sg434.jpg,http://ww4.sinaimg.cn/large/006eQsgkgy1goc8wpubi8j30p00lm77d.jpg,http://ww2.sinaimg.cn/large/006eQsgkgy1goc8t8g9fwj30p00iun09.jpg,http://ww4.sinaimg.cn/large/006eQsgkgy1goc8vhf5lvj31kj1kwjwj.jpg,http://ww1.sinaimg.cn/large/006eQsgkgy1goc8tpmb0ij30sg0k240y.jpg,http://ww4.sinaimg.cn/large/006eQsgkgy1goc8vezktxj31ax1kw10i.jpg",False,无,无,2021-03-08 13:49,nova7Pro你在焦点在,0,0,0
K5erZcgOe,"转发理由:战羡绝了  
原始用户: 性本恶爱谁谁
转发内容: #肖战# 剧版战羡!!无法忘记的笑容～Twitter:mmungnothing✨「授权见评」  [组图共15张] 原图 ",,无,"http://ww4.sinaimg.cn/large/006eQsgkgy1goc8t922lhj30l40sgtan.jpg,http://ww3.sinaimg.cn/large/006eQsgkgy1goc8ta2c8wj30j90sgn0b.jpg,http://ww2.sinaimg.cn/large/006eQsgkgy1goc8tav66fj30jf0sgabw.jpg,http://ww3.sinaimg.cn/large/006eQsgkgy1goc8tc72r9j30lq0rsjv3.jpg,http://ww3.sinaimg.cn/large/006eQsgkgy1goc8vin52vj30sg0k2wgv.jpg,http://ww1.sinaimg.cn/large/006eQsgkgy1goc8teoucbj30kv0rs0uw.jpg,http://ww1.sinaimg.cn/large/006eQsgkgy1goc8tfjaarj30fh0p0762.jpg,http://ww3.sinaimg.cn/large/006eQsgkgy1goc8tgjekrj30hn0p0777.jpg,http://ww4.sinaimg.cn/large/006eQsgkgy1goc8tho8uqj30p00l8wgl.jpg,http://ww2.sinaimg.cn/large/006eQsgkgy1goc8tjau4hj30oy0sg434.jpg,http://ww4.sinaimg.cn/large/006eQsgkgy1goc8wpubi8j30p00lm77d.jpg,http://ww2.sinaimg.cn/large/006eQsgkgy1goc8t8g9fwj30p00iun09.jpg,http://ww4.sinaimg.cn/large/006eQsgkgy1goc8vhf5lvj31kj1kwjwj.jpg,http://ww1.sinaimg.cn/large/006eQsgkgy1goc8tpmb0ij30sg0k240y.jpg,http://ww4.sinaimg.cn/large/006eQsgkgy1goc8vezktxj31ax1kw10i.jpg",False,无,无,2021-03-08 13:47,nova7Pro你在焦点在,0,0,0
K5djmf8ti,我为#肖战[超话]#贡献66影响力，超话目前在明星超话No.1！戳这里→http://t.cn/RrKeREG 跟我一起助TA荣登超话封面吧~  ,,无,无,True,无,无,2021-03-08 10:53,超话,0,0,0
K55tiy0Qw,#天涯明月刀手游[超话]##冒个泡# 下雨了，懂事的男人已经在撑伞了  [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/006QMTzMly1gobci5g109j30qo0j0wgg.jpg,http://ww4.sinaimg.cn/large/006QMTzMly1gobci5thr1j30qo0mln1d.jpg,http://ww1.sinaimg.cn/large/006QMTzMly1gobcisugdmj317c0k01ky.jpg",无,True,无,无,2021-03-07 14:56,天涯明月刀手游超话,1,0,3
K55qgxBIj,"转发理由:转发微博  
原始用户: 北京卫视剧集地
转发内容: #小北北能有什么坏心思# @X玖少年团肖战DAYTOY #冬梦之约# 冰球训练日全记录热身操难度系数倍增，竟因腿太长？憨兔上身，蹦蹦跳跳超可爱！冰球上手天赋佳，教练夸得停不下嘴今日份全能战战速来领取 北京卫视剧集地的微博视频  ",,无,无,False,无,无,2021-03-07 14:48,nova7Pro你在焦点在,0,0,0
K544liYXj,"转发理由:呜！老婆来了  
原始用户: 一位打不倒的母亲
转发内容: 全世界最可爱的人类幼崽…  [组图共2张] 原图 ",,无,"http://ww1.sinaimg.cn/large/00849LlGly1goagyzfho2j30hy0vxtan.jpg,http://ww1.sinaimg.cn/large/00849LlGly1goagyz3aijj30a30a3mxi.jpg",False,无,无,2021-03-07 11:21,nova7Pro你在焦点在,0,0,0
K5431rP2j,"转发理由:转发微博  
原始用户: 吉祥仙子
转发内容: #肖战[超话]#2021年03月07日 【绘图合集】●最近画的几张肖战#我画的就是肖战# #肖战#  @X玖少年团肖战DAYTOY  平安喜乐顺顺利利  [组图共14张] 原图 ",,无,"http://ww4.sinaimg.cn/large/0086GCGoly1gob66anrwcj31v11txkjm.jpg,http://ww4.sinaimg.cn/large/0086GCGoly1gob67yywlvj31v11wz4qq.jpg,http://ww1.sinaimg.cn/large/0086GCGoly1gob66bvbg1j31th1tfe82.jpg,http://ww1.sinaimg.cn/large/0086GCGoly1go6fm4oibij31v11yqx6p.jpg,http://ww2.sinaimg.cn/large/0086GCGoly1gocbuojurpj325u2767wj.jpg,http://ww3.sinaimg.cn/large/0086GCGoly1gob67xnruxj31v11wzb2a.jpg,http://ww3.sinaimg.cn/large/0086GCGoly1go35dmvxsnj31sm1skhdy.jpg,http://ww4.sinaimg.cn/large/0086GCGoly1go3oiuhjgvj31v11t9u12.jpg,http://ww4.sinaimg.cn/large/0086GCGoly1go6fm5gvanj31sh1s0u0x.jpg,http://ww4.sinaimg.cn/large/0086GCGoly1go5aj4pfpgj31v11winph.jpg,http://ww4.sinaimg.cn/large/0086GCGoly1go7pgay75vj31qd1p5e81.jpg,http://ww1.sinaimg.cn/large/0086GCGoly1go6fkuwf47j31v11p2qv5.jpg,http://ww4.sinaimg.cn/large/0086GCGoly1gob67zw07jj31v11umu0x.jpg,http://ww2.sinaimg.cn/large/0086GCGoly1go7pfvoraij31v11w74qq.jpg",False,无,无,2021-03-07 11:18,nova7Pro你在焦点在,0,0,0
K53PuazmR,"转发理由:用温柔收服匕首，拿火把点燃宇宙，不问风的方向，脚步比星星滚烫。  未来比故事要长，像你许诺的那样@X玖少年团肖战DAYTOY  
原始用户: ·路遇舟遥客·
转发内容: 【肖战 × 冬梦之约 】    “你是自由的”       剪辑 ：@·路遇舟遥客·        封面 ：@·路遇舟遥客·        歌词排版 ： @是我啊流川枫        BGM ：圈住你 — 一口甜    🈲 二改 🈲 快转#肖战加盟冬梦之约# xz #虾圈剪刀手计划1005##肖战[超话]# ·路遇舟遥客·的微博视频  ",,无,无,False,无,无,2021-03-07 10:45,nova7Pro你在焦点在,0,0,0
K53zv7YSo,"转发理由:好棒！  
原始用户: Chu麋鹿
转发内容: #肖战[超话]# @X玖少年团肖战DAYTOY 想不到文案了……那就哥哥好帅吧！#肖战顺顺利利#  原图 ",,无,http://wx3.sinaimg.cn/large/a7dfced0ly1go7v6q0hvjj21um2eru0y.jpg,False,无,无,2021-03-07 10:05,nova7Pro你在焦点在,0,0,0
K53zmyK6e,"转发理由:转发微博  
原始用户: _今天也要吐泡泡呀
转发内容: #肖战# 【肖战可爱颂】元气满满可爱满满的冰球小赞肖企鹅！肖企鹅的kiyomi可爱大赏！我可能剪不出他可爱的十分之一！肖战真是宇宙无敌超级可爱！视频素材感谢小北北和小天使@秋拾栗 #虾圈剪刀手计划1005# _今天也要吐泡泡呀的微博视频  ",,无,无,False,无,无,2021-03-07 10:05,nova7Pro你在焦点在,0,0,0
K4XlAeadw,"转发理由:转发微博  
原始用户: 薇子珈-
转发内容: △冰球赞🏒  #肖战#  [组图共12张] 原图 ",,无,"http://ww1.sinaimg.cn/large/006igTJhgy1goaascuvfwg31350q3qvf.gif,http://ww4.sinaimg.cn/large/006igTJhgy1goaaqt2mx7g31000o0kjr.gif,http://ww4.sinaimg.cn/large/006igTJhgy1goaar31c6jg313k0qdu13.gif,http://ww1.sinaimg.cn/large/006igTJhgy1goaaqudkl2j31hc0u0h7d.jpg,http://ww1.sinaimg.cn/large/006igTJhgy1goaaqle2h0g30id0id4qr.gif,http://ww3.sinaimg.cn/large/006igTJhgy1goaarhdb2wj31hc0u01ei.jpg,http://ww3.sinaimg.cn/large/006igTJhgy1goaar5i6a1j31hc2hob2a.jpg,http://ww2.sinaimg.cn/large/006igTJhgy1goaaqnbgewj31hc2ho7wi.jpg,http://ww1.sinaimg.cn/large/006igTJhgy1goaard5hf4j31hc2hcb2a.jpg,http://ww4.sinaimg.cn/large/006igTJhgy1goaar9x0evj31hc2i0u0y.jpg,http://ww4.sinaimg.cn/large/006igTJhgy1goaarg7bopg30f70f7hdu.gif,http://ww4.sinaimg.cn/large/006igTJhgy1goaaqvmpyxj313k0qdngh.jpg",False,无,无,2021-03-06 18:15,nova7Pro你在焦点在,0,0,0
K4Xa7AImd,"转发理由:转发微博  
原始用户: 有钱发财喵
转发内容: 喏，现场版#肖战冰球运动推广大使#  有钱发财喵的微博视频  ",,无,无,False,无,无,2021-03-06 17:47,nova7Pro你在焦点在,0,0,0
K4WMCh3VP,"转发理由:肖战好帅！  
原始用户: HemiaSweet
转发内容: 开心果 #肖战#  [组图共9张] 原图 ",,无,"http://ww4.sinaimg.cn/large/684eb29aly1goa9ctrixmj20xr1o0hdt.jpg,http://ww2.sinaimg.cn/large/684eb29aly1goa9ct7g34j20xr1o0kjl.jpg,http://ww2.sinaimg.cn/large/684eb29aly1goa9cvpbyaj20xr1o0kjl.jpg,http://ww1.sinaimg.cn/large/684eb29aly1goa9d0kb26j20tg1gc7wh.jpg,http://ww4.sinaimg.cn/large/684eb29aly1goa9cuyex5j20xr1o0hdt.jpg,http://ww1.sinaimg.cn/large/684eb29aly1goa9d11f2hj20vd1jqb29.jpg,http://ww2.sinaimg.cn/large/684eb29aly1goa9cweqs2j20xr1o0kjl.jpg,http://ww4.sinaimg.cn/large/684eb29aly1goa9csns0sj20xr1o0kjl.jpg,http://ww2.sinaimg.cn/large/684eb29aly1goa9d00f2nj20xr1o0npd.jpg",False,无,无,2021-03-06 16:49,nova7Pro你在焦点在,0,0,0
K4WyV1pZM,"转发理由:好甜啊好甜啊  
原始用户: dt虾钳家族
转发内容: #战肖是真的[超话]##肖战冰球运动推广大使# 7号我与你的故事从此刻开始……@X玖少年团肖战DAYTOY [抱一抱]✂️   dt工作室·噬元兽 DY  家养噬元兽   dt.19911005xz【禁】二改  二转请标明出处 感谢理解 dt虾钳家族的微博视频  ",,无,无,False,无,无,2021-03-06 16:15,nova7Pro你在焦点在,0,0,0
K4WuD1wj6,"转发理由:我想要的不过如此#肖战#   
原始用户: 冬梦之约官方微博
转发内容: #肖战献唱冬奥# #肖战和小朋友合唱# @X玖少年团肖战DAYTOY  在诞生过无数奥运金牌的国家体育馆，如今的“冰球圣殿”带来的第二个舞台《我想要的不过如此（Something just like this）》，美妙歌声也许和体育运动一样，可以穿越国界、语言，让我们通过冰球赛场上响起的歌声，再次感受冬奥的魅力吧！ 冬梦之约官方微博的微博视频                     ",,无,无,False,无,无,2021-03-06 16:04,nova7Pro你在焦点在,0,0,0
K4WumvLCE,"转发理由:转发微博  
原始用户: MorningGlory_肖战资源博
转发内容: #肖战冰球运动推广大使# #向全世界安利肖战# 210305 《冬梦之约》肖战cut@X玖少年团肖战DAYTOY MorningGlory_肖战资源博的微博视频  ",,无,无,False,无,无,2021-03-06 16:04,nova7Pro你在焦点在,0,0,0
K4UV2wHru,"转发理由:转发微博  
原始用户: JTKZHENG
转发内容: @X玖少年团肖战daytoy 肖战 身穿JTKZHENG 套西 全新演绎多重角色，夺目代言。恭喜肖战成为@MOLSION陌森眼镜 代言人！一起get同款吧！#肖战陌森眼镜品牌代言人##支持肖战代言##肖战正能量艺人##肖战超话#  [组图共4张] 原图 ",,无,"http://ww4.sinaimg.cn/large/0060GqFkgy1go93ymqaqrj33402byhdt.jpg,http://ww4.sinaimg.cn/large/0060GqFkgy1go93ynd5p5j30u00gk44s.jpg,http://ww3.sinaimg.cn/large/0060GqFkgy1go93ylonjcj30u00gnah5.jpg,http://ww4.sinaimg.cn/large/0060GqFkgy1go93ynruuoj30u00goteq.jpg",False,无,无,2021-03-06 12:04,nova7Pro你在焦点在,0,0,0
