label	text_a
肖战公益一路有你	xzxz期待睿智英俊的“肖洒”甜蜜上线！颜值与智慧并存的你心动了吗今天上午十点《甜蜜的任务》心动播出～
肖战	因为是“粉丝专享”啊霸霸好可爱嘞
肖战最好的你	狼殿下肖战❤肖战疾冲，肖战演技好，肖战颜值高，肖战热心公益，肖战正直善良，肖战温文儒雅，肖战礼貌谦逊，肖战平安喜乐，肖战前程似锦[心]
肖战余生请多指教	xz滴，中午了，我要用高德导航去买20个胡萝卜🥕给小兔子，要20个口粮[鲜花]
肖战最好的你	xz11月好，开始好好养号啦，麻烦各位尾款虾大力兔兔我，11月，请对好一点，平安顺遂
肖战唐三	xz虾虾们早上好！！来一人一句夸大帅哥的话，来接龙肖战好帅
肖战斗罗大陆	转发理由://@肖战华中粉丝会:团结一致，齐心协力！所向披靡！原始用户:电视剧斗罗大陆转发内容:【魂力buff】团结一心，方可所向披靡。@吴宣仪_Betty@辰亦儒@演员邱心志@高泰宇GTY@刘美彤@Liurn刘润南@丁笑滢@敖子逸@张雯
肖战	1月17日，肖战粉丝公益倡导：望谟板栗，需要的记得备注绿洲
肖战唐三	丨余生很长，可我愿做你星河里的一点光，微微闪耀，静静观赏。以自己微弱萤火，守你初心，护你远航。愿你所愿皆可偿，愿你前方的路都明亮肖战肖战斗罗大陆肖战唐三
肖战	本肖战粉丝觉得肖战图片好帅！但是比起肖战王牌部队路透图，我还是觉得肖战工作室发的图更清晰，更适合做肖战壁纸！一边用着唯品会一边吃着开小灶趣多多一边期待肖战待播剧余生请多指教呀！肖战平安喜乐肖战顺顺利利我喜欢肖战
肖战余生请多指教	兔兔想要兔兔[给你小心心]xz
肖战斗罗大陆	转发理由://@呆桃燚:9.34连续14天破9！恭喜演员肖战！“强大不应该是冷血。只会对弱者下手的，才是胆小鬼。强者，应该天生保护弱小。”双生武魂，天生满魂力。左手昊天锤，右手蓝银草。唐三又帅又强！xz原始用户:Vlinkage转发内容:【寻艺指数】2月18日(电视剧演员)Top20榜单：，，，排名前3位，，，，分列4、5、6位。
肖战	三十四『军阀少帅＆天涯歌女』“卿卿，你怕是以后不能这么穿，你要这么穿，我就没心情去陆军部了。”“光天化日，有辱斯文……”斐夏声音闷闷得。“斯文？卿卿教教我，什么叫斯文？”他握住她的手，十指交错，语气里不容一丝的抗拒“卿卿，在江沪，没人敢论我的不是。”欢迎来看【我见皇叔多妩媚】我见皇叔多妩媚【西江月】肖战民国《西江月》合集肖战民国向
狼殿下肖战	肖战笑起来像是阴霾中的一束阳光，眼睛里都在闪着光，热情又有魅力，看到他的笑容可以忘记一切烦恼，治愈一整天的疲惫与不开心肖战
肖战斗罗大陆	有时你的傻笑总能让我心情愉悦你心中的庆喜我总能瞬间看透所以当你压力太大却要隐藏在心里的情绪我总是看在眼里却疼在心里
肖战正能量艺人	[音乐]正在播放《满足》●━━━━━━━━━━10:05只为你的笑容不被辜负无论未来多么辛苦xz
肖战	百度搜索明星请回答2020有哥哥！
肖战余生请多指教	|我希望自己在以后的路上可以更多地去释放自己的能量跟善意，对得起大家的关注跟喜欢。还有一点，是常怀一颗感恩之心——肖战
肖战最好的你	失眠ing求20个兔兔
支持肖战代言	xz宝宝们百威me3的拉环上有个二维码是一个小调查，扫了可以投票的投【因为明星代言】不要着急扔哈
肖战	春风十里✨夏至末至秋光涟漪✨冬日暖阳繁花正好✨来日方长始于心动✨止于回眸
肖战	妈妈～情人节快乐！祝所有的妈妈都健康美丽---
肖战最好的你	xz✨愿你所去之地皆有阳光✨愿你将遇之人皆为良善✨愿你所得皆所期，所失亦无碍。
肖战斗罗大陆	xz喜欢是清风，是朝露，是脸颊红红，是千千万万人里，心里除了你再也装不下其它
肖战	求兔兔，那我来了那就按照tp今天更《非正式驯养》白切黑ooc冰球手，渣苏反派，三观跟着五官走，晚上放长图，介意ooc可以不点开。我依然爱那个人品贵重，谦逊有礼，认真深情的哥哥，角色需要委屈俺们小7号了。
肖战	[兔子]xz🦐们，你们知道Q音绿钻账号可以QQ打榜吗？绿钻账号每天免费一票，不要浪费了还有酷g和k我的公益也需要解锁，还差百分之十几了吧？加油！肖战新歌光点肖战暖心
肖战	山河大海不及你唯有星辰能为你目光所及都是你纸短情长描述你征途总在风雨中我在等风也等你
电视剧斗罗大陆	转发理由://@1005号虾虾能量客栈:小毒物VS老毒物原始用户:电视剧斗罗大陆转发内容:【逗罗大陆】当小毒物唐三碰到老毒物毒斗罗，活脱脱一对欢喜冤家忘年之交也可以这么欢乐~小陆不得不说，真是一物降一物啊
肖战我们的歌	转发理由:码原始用户:去飞吖转发内容:1203记录，出席，更新绿洲，同步微博，图：1，随便拍拍，，2，太帅了，，3，今天！！，4，红毯，，5，万有引力，，领奖，6，生图，，7，赢战，，依然是肖战，8，肖然尘外，，9，持续升温，，10，哥哥！！，11，ODE，，12，我的国王，，13，五月南风正和煦，，一个眼神，。14，不思议，，15，MDGD，，16，铺垫，，17，羡爱，贵公子，，领奖，https://m.weibo.cn/7144242821/4445534154446693，18，Dipsy迪西，https://m.weibo.cn/1251372271/4445508154546379，19，准备好了，https://m.weibo.cn/7292083737/4445502408369586，20，草莓水，https://m.weibo.cn/7264106891/4445517670983837，21，无一样甜过你，https://m.weibo.cn/1056270440/4445494316664053，22，心跳的声音，https://m.weibo.cn/6977912686/4445496652871612，23，酒馆不打烊，https://m.weibo.cn/7288377493/4445498435916152，24，月神，https://m.weibo.cn/2704626341/4445514462703028，25，无文案，https://m.weibo.cn/6431592063/4445511212119068，26，春色，https://m.weibo.cn/6969083797/4445501439430463，27，好久不见，https://m.weibo.cn/6586305544/4445512880923222，28，兔牙收割机，https://m.weibo.cn/6425138308/4445527829123541，29，嘴巴嘟嘟，https://m.weibo.cn/7282102029/4445522612023982，30，生图，https://m.weibo.cn/6196767963/4445508900712817，31，白日焰火，https://m.weibo.cn/5302071129/4445534770907758，32，生图，无修，https://m.weibo.cn/6995045052/4445506211732515，33，私奔，https://m.weibo.cn/6995045052/4445537505864841，34，是温柔本身，https://m.weibo.cn/7312087033/4445543462324366，35，1005号星球，https://m.weibo.cn/6491897972/4445545605471757，36，心悦君兮，内场，https://m.weibo.cn/6630392157/4445559668185827。37，内场，https://m.weibo.cn/6474685121/4445564659311032，38，内场，宝贝https://m.weibo.cn/7292083737/4445577318170848，频：cosmo传承号，https://m.weibo.cn/1518966617/4445521492492039，1，狐厂，待场，https://m.weibo.cn/6525010965/4445490588106055，2，腾讯视频，红毯，https://m.weibo.cn/2591595652/4445491980551438，进场，https://m.weibo.cn/2591595652/4445512041952651，3，心悦君兮，https://m.weibo.cn/6630392157/4445493259753967，仰头，https://m.weibo.cn/6630392157/4445502743478905，，领奖https://m.weibo.cn/6630392157/4445526206418131，4，直播红毯cut，https://m.weibo.cn/5735501478/4445492685971551，5，克里森，https://m.weibo.cn/1614137095/4445494799531969，6，小赞的猫儿，等待，https://m.weibo.cn/6081573367/4445493687615876，还是等待https://m.weibo.cn/6081573367/4445501921017026，内场谈笑自若的贵公子https://m.weibo.cn/6081573367/4445510649341171，领奖全程https://m.weibo.cn/6081573367/4445538550007369，合影退场https://m.weibo.cn/6081573367/4445557222969887，晚宴，https://m.weibo.cn/6081573367/4445586734316323，7，cosmo痘印，https://m.weibo.cn/6554001182/4445507482642658，还是https://m.weibo.cn/6554001182/4445506136527912，环绕https://m.weibo.cn/5735501478/4445546548639973，8，星娱乐痘印，https://m.weibo.cn/6583976665/4445500755169023，9，打阿饼，走过，https://m.weibo.cn/1649698680/4445492576392710，10，千千阙歌，候场转戒指，https://m.weibo.cn/5365654616/4445498116924330，11，红毯接受采访，https://m.weibo.cn/5616736051/4445504966391850，12，直播全程cut，红毯加领奖https://m.weibo.cn/6554001182/4445545051223353，，13，痘印，https://m.weibo.cn/5245250674/4445559404162076，https://m.weibo.cn/6326493721/4445553687251324，https://m.weibo.cn/6337920544/4445579326891561，14，狐友小霸，红毯签名，https://m.weibo.cn/2136794610/4445557566937174，1202博朗见面会，白日焰火，https://m.weibo.cn/5302071129/4445480433946027，博朗见面会，侧颜视频，https://weibo.com/7084340985/Ij1c3ky4itype=comment。图，肖总，https://weibo.com/1867966922/Ij1cO2qSctype=comment_rnd1575334589239。图，https://weibo.com/5302071129/Ij59xgyxBref=home&rid=0_0_201_1413109523890886792_0_0_0&type=comment#_rnd1575369091561。图源水印
肖战1005生日快乐	“从这一光点向未来看去，是无数个光点，连接成一条光线。每个人都是一个光点，活成自己的一束光；大家凑到一起，汇聚成光芒”——肖战肖战
肖战	打卡应援屏，今天线下遇到了好多肥虾，印象最深的是，当时一群肥虾在那里录视频拍照，一个妈妈牵着孩子走过，小孩子问他妈妈:妈妈，那些姐姐在干嘛呀？他妈妈回答说:那些都是肖战哥哥的粉丝，今天是肖战哥哥生日。崽，你看，生你养你的重庆，你的家乡人，都认识了你并且见证了你的优秀生日快乐啊我的宝贝重庆·龙湖时代天街...
肖战	转发理由:太好看了//@CinnabarMole1005·肖战:9P更新完成～捕捉一枚一不留神泄露的可爱元神查看图片原始用户:朱砂痣·肖战转发内容:191219沙宣见面会ᴬʳᵒᵘⁿᵈᵗʰᵉᵍᵃˡᵃˣʸᵗʰᵉʳᵉᵃʳᵉⁿᵒᵇʳⁱᵍʰᵗᵉʳˢᵗᵃʳˢᵗʰᵃⁿʸᵒᵘ
肖战正能量艺人	转发理由:xz唐三打戏绝了，肖战演技绝了@斌斌的哥们儿@呆桃的parasol@点点X光为你Z放原始用户:飘凌LYF转发内容:这是一个抽奖博庆祝斗罗大陆播出:热爱可抵岁月漫长，不忘初心建群一年多以来一起守护那个大家共同爱着的肖战因为他一个人我们有缘相聚在【兔一￼风肖肆意战鼓来风肖肆意战鼓来（兔一）】特设置此抽奖博，奖励群里的姐妹过去一年多以来的努力这是个给群里姐妹抽奖的帖子（非本群人勿扰）关注我＋带tag🐰＋艾特三人转发就可以了2月12日开奖新年奖品：1.小玫瑰1份2.pb2份，pb【未完成1005】pb【拔云】3.肖战同款项链1份4.手幅册➕10张手幅2份总6人可申请进群【兔一￼风肖肆意战鼓来风肖肆意战鼓来（兔一）】一起手牵手的，紧跟肖战的脚步成为更好的人【最终解释权归飘凌LYF本人所有】xz抽奖详情
肖战	910万人次了！！！xz
肖战	转发理由://@1005号虾虾能量客栈:xz期待《狼殿下》！期待风流潇洒，重情重义的疾冲！！原始用户:腾讯电视剧转发内容:锁定@腾讯视频，今日免费更新2集，会员看更多！与你不见不散！@王大陸TaluWang@李沁@辛芷蕾@郭书瑶@演员丁勇岱@林佑威v
早安	XZ早安！始于清晨的旭日朝阳，生机勃发，祝今日的你快乐无忧
肖战	看到甜品就馋
每日一善	[微风]中国梦宣传教育，弘扬民族精神和时代精神，加强爱国主义、集体主义、社会主义教育，引导人们树立正确的历史观、民族观、国家观、文化观。
肖战余生请多指教	[兔子]心存美好，则无可恼之事；心存善良，则无可恨之人；心若简单，世间纷扰皆成空。你若不疑，人间不寒。你若不离，世界不远。你若不恨，苍天有暖。
肖战	"明天""见""😉😉"
肖战	xz❗❗❗复制文案发超话铺❗❗❗百威活动来了！节前囤货喝光了吗？没喝光也还要继续囤呀！🚨【2月17日零点】，就是今晚啦！！！要重视肖战商务的虾🦐都买起来好吗？这可是铺地广和电视广告最大方的品牌！这次还捐了1000万！前两个小时下单还有台历[胖红生气]大家都多多宣传一下，扩散出去另外记得加车车，点推荐～@百威啤酒百威宣传助力铺超话传递活动，复制粘贴一起来铺@想掉进钱眼里@社会你霞姐_柔柔@莪垳莪嫊儿豁@小昕日常想熬夜@吖飞FLY@A风和叶子每人艾特三个以上
肖战	转发理由:妈呀，这是邪教吧，好可怕原始用户:香港自由行加加转发内容:太可怕了，意见不合，当街烧人！
肖战	我来了唐三，今天冲3然后去奶我家点点。
肖战	我谢谢你骂人的你是一个没屏蔽！好友互动你都给我整没了我造的什么孽@微博客服放过我吧
肖战唐三	xz宝贝们追剧啦追剧啦电视机打开了吗？央视频打开了吗
肖战	说了很多次了…互粉别直关我看不见！！你们这只关注一天,没回你立马取关！来来回回的…我这破耗子还要不要了信用再高也经不起这种折腾提醒一下！慎重关注我…再有来回关/取会反复拉黑
肖战1005生日快乐	你笑我就开心就是这么简单
肖战	[🐏]冬季连天空都是自带冷色调☁️
肖战斗罗大陆	转发理由://@兔毛栽培队:输一次又不是输一辈子！失败并不可怕！！xz原始用户:电视剧斗罗大陆转发内容:【】失败并不可怕，从中汲取教训，将会取得更好的成功。
肖战疾冲	XZ狼殿下肖战[心]肖战疾冲，肖战清爽干净！肖战真诚随性！肖战温暖平和！肖战呆萌可爱！肖战丰神俊朗！肖战酷帅无比
肖战余生请多指教	xz尚好的青春都是你，没有片刻不想你，热爱可抵岁月漫长，彼此保护从来不是说说而已，一起努力成为更好的人吧！肖战引导粉丝热心做公益，肖战正能量艺人，肖战工作努力，肖战尊敬前辈，肖战绅士风度，肖战三观正，肖战是根正苗红的好艺人
肖战	宝宝们辛苦了！两张票！这两天养养号，否则明天又会看见幽灵虾
肖战	预备rs了，安利铺起
肖战最好的你	xz肖战，愿你此去遍走长街短巷，且歌且行不曾匆忙愿你所遇随时有人分享，好友长伴永不散场愿你念念不忘都有回响，收获总能如愿以偿愿你历经人间世事无常，归来仍是少年模样陪伴和热爱可抵岁月漫长～肖战我喜欢你狼殿下肖战
肖战	转发理由://@二蔬一饭:恭喜肖战！以实力奔赴梦想，于突破中收获成长。原始用户:Vlinkage转发内容:【寻艺指数】2月15日(电视剧演员)Top20榜单：，，，排名前3位，，，，分列4、5、6位。
肖战	新年快乐！肖战顺顺利利，健健康康，星途璀璨！虾虾快乐追星，愉快工作，愉快生活！大家都牛年大吉，牛气冲天！
肖战余生请多指教	遇见你开始眉眼弯弯，星河皆你春风十里不如你，梦里梦外都是你xz
阳光信用	做人不一定要顶天立地，轰轰烈烈，但一定要善良真诚。人心，不是求来的，而是善来的。你施人温暖，人才会予你阳光，你施人真心，人才会予你和善。
肖战疾冲	xz真的我一定安利你们冰镇真果粒，然后掏个小洞用勺子像吃沙冰一样三个小时就够了这味道太初恋了
肖战疾冲	肖战平安喜乐，肖战顺遂无忧，肖战万事胜意，愿你所有美好，都如约而至。肖战最帅最优秀[哈哈]肖战余生请多指教
肖战余生请多指教	xz“什么我真的抢到了”✌🏻️小鹿茶✌🏻️会是哪一个小可爱盲盒呀，好期待呀
肖战斗罗大陆	转发理由://@肖战影音会官微:[加油]输一次不代表输一辈子，永不言败！[加油][加油]原始用户:肖战工作室转发内容:遭遇挫败，打不倒的唐三绝不轻言放弃！既然输得不服气，更要加倍努力绝地反击[加油]
肖战	风卷清云尽，空天万里霜----霜降太正了，这国泰民安的样貌这咋吞画质吞成这样了呢[允悲]！xz肖战余生请多指教肖战xzggxzzz
肖战	今天点点也好饱开心~
肖战	三十【军阀少帅＆民国歌女】“你坐好，别乱动。”萧少帅那声音软的一塌糊涂，引得黎鹤不禁侧目看过去打趣道：“到底我替她上，还是你亲自来？”“你来吧。”专业的医生的手法会更稳妥些。黎鹤娴熟，那药膏泛着丝丝凉意，又透着好闻的石榴花香。“好在伤得浅，斐小姐最近小心些，万万不能碰水。”【见图】【西江月合集】肖战民国《西江月》合集西江月肖战民国向xz
肖战	转发理由://@肖战华中粉丝会:等于说，中中同时拥有了苏强爽原始用户:肖战工作室转发内容:众所周知三哥还有三个兄弟，唐三苏、唐三强、唐三爽
肖战我们的歌	山有木兮木有枝，心悦君兮君不知。——《越人歌》
肖战	十二.『军阀少帅＆天涯歌女』“你这通身上下的书卷气，怎么来的。”我不习惯与他亲近，躲他又退无可退，险些撞到床头的红木围栏上，萧战抢先一步用手垫了一下，这才没撞到头。“你要不说话，我可就要……。”他今天一身墨蓝色衬衫，整个人卸下戎装之后，俨然一副清俊贵公子的样子。眉梢轻挑，作势就要来解我的扣子。“人……人腹有诗书气自华。”我磕磕巴巴得推开他。他只暗暗笑道。“卿卿，你到底是个什么样的姑娘？”他像是自言自语，又像是在问我，我被他唤了小字，内心一阵狂跳。“我是什么人，少帅早在带我回官邸的时候，就查清楚了吧。”【…见图…】『十三.十四回』【西江月更新合集】肖战民国《西江月》合集【混剪】xzxzxzggzz
肖战	谁家小孩这么没礼貌……打pp！
肖战	转发理由://@肖夫人_DAYTOY:来挣点点子了原始用户:星圈势力榜转发内容:来啦，来啦！圈圈又带着点点子来啦————♡⃛Lᵒᵛᵉ💋ᵧₒᵤ♡————1⃣️【战绩】9月虾虾们共计成功解锁点点子9100张。其中蝉联周冠5000张，9月初限时参与3000张，四周周日与月末微博或活动1100张。这一切的荣耀与成果，都离不开每日看着无聊小视频默默付出的虾姐妹们！你们太棒啦！2⃣️【新动力】新的一月，新的开始！本月全月蝉联周冠额外解锁点点子6666张本月6666张看视频解锁也在进行中。圈圈得到很多虾们私信，担心人数上最终达成困难，希望能调整人数。经商议，平台特开启进度模式解锁：原6666人解锁1000张光点将改为：以“肖战”名义，联合公益基金会，向贫困山区学校捐赠一间实验室，并挂牌【肖战实验室】圆梦祖国花朵21005人解锁6666张光点，也将以进度模式解锁：达成人数1W人解锁3000张，1W人之后，每达成1000人，将解锁300张兑现。毫无压力、不必担心完成问题，放心参与并灵活的模式，所有付出都会得到回报，虾们相互转告，全力以赴【星圈势力榜】3⃣️【问题处理】关于9月解锁未完成。是否能以比例折扣兑现。关于此问题，圈圈给出如下方案：明天就是战战生日啦，为感谢所有虾虾们每日默默守护辛苦付出，对平台一直以来的支持与厚爱。本微博转、赞、评各满5200次与进入小呈序【星圈势力榜】2W人参与一次，将兑现上月未达成的3000张点点。（截止时间：2020年10月7日晚23:00）👉特别强调：此次平台尊求粉丝建议，所有解锁可同时参与！参与此次一天活动的还可同时解锁7天的点点子，完成平台日常任务助力全月蝉联冠军额外点点子！❗️今晚很重要，蝉联的第一周，大家全力以赴❗️👉本次活动的点点子，我们将❗️❗️【提前购买】❗️❗️在明天，这个特别的日子购买，另，国庆期间放假，9月30日转赞评点点子200张也将明日一起购买。
肖战斗罗大陆	|喜欢一个人，要把他放心里，可是我心浅，我脸皮那么厚还是包不住对你的喜欢，一不小心就露馅了
肖战	海水有尽头，月亮有圆缺，人间是有不足，但你在就能弥补年度娱乐影响力人物投King[爱你]微博之夜微博之夜
肖战	今天也是爱兔护兔的一天肖战平安喜乐，天天开心
肖战	转发理由:我以后，绝对不会错过任何一本杂志!原始用户:圈内教父转发内容:哇！！！肖战近两个月七刊杂志销售额超2100万！四本实体总销超50万册，大部分还是限量售卖，电子刊《红秀》和《九号摩登》直接把系统挤崩，红秀102万本也是单人刊销量第一，昨天的费加罗想买人数更是超140万+！小飞侠这惊人的购买力真的大写的🐮🍺
肖战斗罗大陆	xz①宝宝们，说过很多次了，哥哥本人的微博永远是最重要最直观的，请大家一定要重视❗️他的微博半年可见，也就是说基本上每隔一段时间就少一条请珍惜他的每一条微博点进去多多转发评论点赞。没有上限②绿洲点赞，可以换方式登陆的，手机号扣扣号等等，不会还没人没下绿洲把？作为浪的衍生app，绿洲是测人头数的，非常非常重要。③寻艺和全力！都去做一下，就一分钟~真的只差你一个
肖战	转发理由://@1005号虾虾能量客栈:感谢@腾讯视频的祝福祝生日快乐，平安顺遂，星途璀璨原始用户:腾讯视频转发内容:演绎灵动的角色、歌唱温柔的音符，荧幕前与舞台上，你皆是坚定挺拔韬神晦迹，过往皆成光点；历尽千帆，不失少年意趣。坚信热爱可抵岁月漫长，祝生日快乐，平安顺遂，星途璀璨✨
苏战	四『军阀少帅*天涯歌女』“找不到人的话，就都带回去，分开，挨个审。”萧战的话无异于一记闷雷，原本只是低低啜泣的一小撮女孩子里，胆小的已经吓到昏阙却无一人敢大声在他面前哭。那淞江大狱进去了，有几个能囫囵个出来。“少帅，这么多人，咱们……”他蹙眉，那好看的眉宇间全无半分风清月霁，“不如你来给我出个主意，教教我该怎么捉奸细？”侍卫噤了声，萧战淡淡垂眸，审视着被侍从围起来的那一群瑟瑟发抖的女人，谁也分不清他的喜怒。我紧紧护着身后最小的两个妹妹，咬着唇，克制着，让自己平静下来。半晌，他终于开口，饶有兴致得用军靴点了点我的面前……“你后边那两个小的，叫什么？”我努力不让自己害怕。抬头去迎合他……“桃枝，春杏，她们俩还小。”眼前是zqhd的军阀，饶是我再怎么冷静，依旧止不住的轻颤。在他这样嗜血又无情的男人的面前，道理自然讲不通。他只摸索着手里那把铜色的小枪，漫不经心得问。“斐姑娘很怕我？嗯？”我不知道该怎么回答，老板抢我一步，又是鞠躬又是道歉。“少帅，萧少帅，斐夏不懂规矩，年纪小，少帅别跟她计较。”他扯扯嘴角“不懂规矩，我可以替沈老板教教。”传送门《西江月》第三回全目录肖战民国《西江月》合集第五回『剧情混剪』西江月xzxzggxfx肖战出道四周年快乐肖战1005生日快乐
肖战	🍕🍕🍕只能饱饱眼福
肖战	xz速报！百威果啤ME3补货了组合装也有还没买的宝宝们可以下手了！！！下单记得备注【肖战粉丝小飞侠】
肖战	转发理由://@肖战衣橱·DayToyCloset:感谢@TiffanyAndCo蒂芙尼分享。佩戴fourleavesbroochbyJeanSchlumberger，端方绅士品格，光华胸间永恒。原始用户:TiffanyAndCo蒂芙尼转发内容:熠熠星光，点亮微博之夜。耀目出众的蒂芙尼系列珠宝，为不同造型增添璀璨焦点。举手投足之间，彰显独特魅力姿态。@李宇春@童瑶@李斯丹妮@黄晓明@M孟佳J@宋威龙99@李佳琦Austin
肖战斗罗大陆	好像很多人都不知道，这个发电，每个账号每天都有免费的一次机会，不用白不用可以随手送给唐三，别浪费了[笑哈哈]xz
肖战余生请多指教	[鲜花]肖战余生请多指教肖战斗罗大陆
肖战最好的你	xz“什么我真的抢到了”✌🏻️小鹿茶✌🏻️会是哪一个小可爱盲盒呀，好期待呀
肖战	婆婆和嬷嬷，来到山坡坡，婆婆默默采蘑菇，嬷嬷默默拔萝卜。婆婆拿了一个破簸箕，嬷嬷带了一个薄笸箩，婆婆采了半簸箕小蘑菇，嬷嬷拔了一笸箩大萝卜。婆婆采了蘑菇换饽饽，嬷嬷卖了萝卜买馍馍。
肖战斗罗大陆	xz💫治愈微笑🌠善解人意🌸温柔体贴🎊从容淡定💕无比优秀❤️神仙颜值🎐阳光帅气✨惊鸿一瞥✨明月清风[给你小心心]是全世界最好的肖战🔮Cr水印
肖战余生请多指教	xzxz时间总是把对你最好的人留在最后，毕竟喜欢就像一阵风而爱是细水长流我们在，GN💤
肖战正能量艺人	〖肖战博客天下语录〗我不是一个完美的人，但不妨碍我想努力成为一个更好的人。做好自己，行胜于言。cr.logo
肖战最好的你	xz先来求个兔！！几张班底图可以存一下！我们斗罗真的很🐮🍺
肖战斗罗大陆	xz宝贝们，早上好，📣📣见扩见顶，不要忘记基础呀❗️❗️1.还有人没给哥哥绿洲点赞的吗？！可以多种方式登陆，都可以点！2.超话积分还有人不会做吗？每人每天都去求兔拿满！存着等差距缩小时抛超话积分新虾指南：...全文
肖战	"好好吃饭---胡萝卜""爱好者"""
肖战正能量艺人	转发理由:肖战，平安喜乐//@阿洛热衷吃瓜://@奔跑的向日葵1005://@一起向光而行://@惊鸿2222寻权吧花势高超火箭:肖战平安喜乐//@惊鸿2222寻权吧花势高超火箭:肖战平安喜乐，万事如意，身体健康原始用户:芒果影视台转发内容:肖战语录节选合集！活得很通透很明白，向粉丝传递正能量
肖战斗罗大陆	|肖战正能量艺人，肖战粉丝热心做公益，肖战演技好，肖战唱歌棒，肖战颜值高，肖战暖心，肖战人品好，肖战有礼貌，肖战工作努力，肖战非常敬业，肖战尊敬前辈，肖战绅士风度，肖战三观正，愿肖战越来越好
肖战唐三	裂开！爬爬们🆘十二万都危险了，还有谁没做寻权的吗？？送花链接滴滴滴！顺便来给肖战大帅哥送三朵小花花送小花花的同时还能提升v榜xz
肖战余生请多指教	“幸福吗，我觉得我算幸运的，我觉得幸福这个事情，没有办法去衡量它，我相信每个人，其实内心都有现在在经历的一些困难，或者说是不开心的事情，所以我觉得幸福只是因人而异，但是我觉得我自己算是一个很幸运的人”xzxzgg
肖战	我叒要开始清理hy圈啦🙈不活跃不互动的姐妹们dbq了另:有没有发互粉车的~带我坐坐车
支持肖战代言	xz我又来了抽jiang啦！！今天中午十二点！火锅【32万份】带转发此条微博，抽七位抢到【火锅】的宝宝报销一份火锅钱。抽十八位今天有开小灶订单的宝宝转100。抽五位七十元火锅中午一点开！大家都去抢一抢，毕竟工作室发视频宣传啦！大冬天吃火锅太幸福啦！抽奖详情
肖战唐三	xz宝贝们，早上好❗️❗️花十秒做一下寻权再花十秒送三朵小花花给大帅哥送花链接非常非常简单，不要拖，很多人想拖到晚上做最后就忘记啦做完了继续追剧啦
电视剧斗罗大陆	爷的假期开始了，宅在家里看三哥
肖战疾冲	带原博磁条转评赞[心]，看过来！！！
肖战余生请多指教	|肖战正能量艺人，肖战演技好，肖战唱歌棒，肖战颜值高，肖战暖心，肖战人品好，肖战有礼貌，肖战非常敬业，肖战绅士风度，肖战三观正，与肖战一起坚持做公益。
肖战公益一路有你	但行好事，无愧于心
狼殿下肖战	肖战疾冲狼殿下肖战肖战演技好，肖战唱歌棒，肖战颜值高，肖战很暖心，肖战人品好，肖战有礼貌，肖战工作努力，肖战非常敬业，肖战尊敬前辈，肖战绅士风度，肖战三观正
肖战斗罗大陆	xz今日份贴求免兔，互捞。肖战🍑东莞显示地图
肖战	求扩散开小灶又来啦~开小灶二代立牌上货了[兔子]xz是不是还有好多不知道？开小灶立牌来了！第一次这么从容的抢到有战哥周边的产品
肖战余生请多指教	xz赚点点❗就差一点点哦……肖战最帅
支持肖战代言	转发理由:xz来啦来啦，快乐下午茶原始用户:小鹿茶luckintea转发内容:加「杯」快乐！今日起每天下午4点后，搭配购买小鹿茶指定饮品，第二杯只要9.9元！快喊Ta一起开启美好的下午茶时光吧，我的快乐分你一半😉
肖战斗罗大陆	xz宝贝们，晚上好，📣📣见扩见顶，要给小赞最好的❗️❗️①花十秒做一下寻权②再花十秒送三朵小花花给大帅哥送花链接③再去贴吧给小赞盖一栋大别墅[抱一抱]④别忘了等下十一点，中央八套和央视频，斗罗大陆二轮上星！！又可以看三哥啦⑤继续追剧继续炖鹅，弹幕评论不要停
向全世界安利肖战	xz扩❗品牌星浏览太少了，戳链接☞具体见教程
肖战	最后二十分钟！寻艺，明权，超话🐔分！查缺补漏，打卡转发扩散！xz
肖战唐三	今天很不错，还有谁没做的吗？再花十秒送三朵小花花给大帅哥送花链接做完了继续追剧继续炖鹅xz
肖战	虾虾们！！！早晨起来拥抱太阳让身体充满满满的正能量①绿洲点赞一定要重视，可以切换多种模式+青少年模式重新点赞❗️❗️肖战绿洲邀请码：VKVRRF下载绿洲的记得填这个②寻艺权力做一下！！现在太低了③小玫瑰签到别忘啦④牛蒙蒙肖战明星店的投票大家投下，顺便比心，投票得积分还能抽免费周边。这个投票可以一定程度上体现引流的程度。
肖战斗罗大陆	xz❤肖战暖心❤️肖战帅气❤️肖战正能量❤️肖战善良❤️肖战认真负责❤️肖战有趣的灵魂❤️肖战可爱❤️肖战有才华❤️肖战礼貌❤️肖战谦虚❤️
狼殿下肖战	“我李炬峣的人生，乱七八糟，却偏偏爱上循规蹈矩的马摘星。”想了想还是想说疾冲是真的很爱摘星的，大婚之日的醉酒，他是无奈的，也是痛苦的。大婚前一天，听到马婧和摘星的对话，才知摘星真正爱的不是他。失落无比，所以才在大婚之日跟她说“来日方长。”对渤王，是义。对摘星，是情。放弃有时候比坚持更难。所以希望到了后面，大家不要为了沙雕而沙雕，给疾冲塑造一个“无心嗑cp”的人设。而忽视了这个角色本身的高光。xz
肖战	分享的@绿洲动态：小别离绿洲
