微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
K3PIShEyT,@X玖少年团肖战DAYTOY 我在#明星势力榜#内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第2位   ,,无,无,无,2021-02-27 09:00,三星android智能手机,0,0,0
K3PAXqCRC,你不能当饭吃，但没有你@X玖少年团肖战DAYTOY 的策马正少年 ，我吃不下饭。#亚洲新歌榜#   ,,无,无,无,2021-02-27 08:40,三星android智能手机,2,0,0
K3PAJgNq0,我在#微博剧集榜#，看#电视剧斗罗大陆 #，一起来看吧！ 斗罗大陆  ,,无,无,无,2021-02-27 08:40,三星android智能手机,0,0,0
K3PAF7xUD,我在#微博剧集榜#，为#电视剧斗罗大陆#打榜，快来参与打榜吧！ 斗罗大陆  ,,无,无,无,2021-02-27 08:40,三星android智能手机,0,0,0
K3JvfpjG9,#肖战男友力[超话]#  xz ♥️♥️  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战        —————Ｉ Lᵒᵛᵉᵧₒᵤ♥肖战ʚ————喜欢你，是我做的最认真的一件事，你就是我心里的暖阳，也是我的满天星光，未来你发光，我追光， 用最初的心陪你走最远的路！愿你往后的日子里，眼里是阳光，笑里是坦荡，感恩遇见 。@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-26 17:10,肖战男友力超话,14,4,286
K3JlODB2r,#肖战最好的你[超话]#xz  ♥️♥️   xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战                             ✯ XIAO✯ZHAN ✯       ╰───── ♡⃛ Lᵒᵛᵉ💋ᵧₒᵤ ♡ ─────╯温柔踩着清风，云朵贩卖着可爱，空气中充满了从你身上散发的甜甜的味道。是什么时候喜欢上你的呢，让我想想，大概在某一天，我忽然发觉，这世上所有温柔的事，都让我想起你。你站在那儿轻轻一笑，世界就多了许多光彩。@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-26 16:47,肖战最好的你超话,5,6,259
K3G2jh87e,@X玖少年团肖战DAYTOY 我在#明星势力榜#内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第2位   ,,无,无,无,2021-02-26 08:20,三星android智能手机,0,0,0
K3FYuyyHq,不如打榜！谈恋爱不如打榜！自从在#亚洲新歌榜#为@X玖少年团肖战DAYTOY 的 策马正少年 打榜，妈妈再也不用担心我的听歌品位啦~  ,,无,无,无,2021-02-26 08:11,三星android智能手机,0,0,0
K3FVYfLwP,我在#微博剧集榜#，看#电视剧斗罗大陆 #，一起来看吧！ 斗罗大陆  ,,无,无,无,2021-02-26 08:05,三星android智能手机,0,0,0
K3FVIC9Ex,我在#微博剧集榜#，为#电视剧斗罗大陆#打榜，快来参与打榜吧！ 斗罗大陆  ,,无,无,无,2021-02-26 08:04,三星android智能手机,0,0,0
K3BS0xnVt,我在#微博剧集榜#，看#电视剧斗罗大陆 #，一起来看吧！ 微博剧集榜  ,,无,无,无,2021-02-25 21:44,三星android智能手机,0,0,0
K3y9ijoMr,#肖战男友力[超话]#  xz ♥️♥️  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战         ──── ♡⃛ Lᵒᵛᵉ[心]ᵧₒᵤ xz ♡────本想把星星摘給你，想想還是算了，我能夠得著星星，卻夠不著你。你是天空最美的那颗 你是我们心中最完美的存在. 我还是很喜欢你 像是花开等待开满春季。@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-25 12:15,肖战男友力超话,10,3,256
K3y0HvSAz,#肖战最好的你[超话]#xz  ♥️♥️  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战        ──── ♡⃛ Lᵒᵛᵉ💗ᵧₒᵤ xz ♡────喜欢的歌要慢慢的听， 喜欢的人要远远的看。 不是不想走进你的视线， 而是你的人生太精彩！ 这个车水马龙的世界， 在你看不到地方， 有许多人都在陪你一起走。@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-25 11:54,肖战最好的你超话,7,3,245
K3wm8h8gu,我在#微博剧集榜#，为#电视剧斗罗大陆#打榜，快来参与打榜吧！ 斗罗大陆  ,,无,无,无,2021-02-25 07:42,三星android智能手机,0,0,0
K3wj6hOMn,策马正少年 好听到想骂街怎么破！是不一样的@X玖少年团肖战DAYTOY  ！#亚洲新歌榜#  ,,无,无,无,2021-02-25 07:34,三星android智能手机,0,0,0
K3wiqnw0K,@X玖少年团肖战DAYTOY 我在#明星势力榜#内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第2位   ,,无,无,无,2021-02-25 07:32,三星android智能手机,0,0,0
K3pFao4VT,我正在使用#会员头像特权#，换上临时头像，表达我的态度！邀你更换同款头像，与我同抒情，共表态！戳我，换同款临时头像！  ,,无,无,无,2021-02-24 14:39,微博会员中心,0,0,0
K3pDSzUFK,#肖战最好的你[超话]#xz  ♥️♥️  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐战战，要每天都好好的，好好吃饭，好好休息，我们也会乖乖的，乖乖爱你，乖乖等你。因为我不知道下一辈子还是否能遇见你。 所以我今生才会那么努力 把最好的给你。@X玖少年团肖战DAYTOYCre logo             [组图共9张]      原图                             ,,"http://ww4.sinaimg.cn/large/0082XMlgly1gnym5carkwj30u0190jv1.jpg,http://ww4.sinaimg.cn/large/0082XMlgly1gnym5fwb9ij30u0190n0q.jpg,http://ww3.sinaimg.cn/large/0082XMlgly1gnym5ibi13j30u018zznn.jpg,http://ww4.sinaimg.cn/large/0082XMlgly1gnym5kmlacj30u01900w7.jpg,http://ww2.sinaimg.cn/large/0082XMlgly1gnym5nsuskj30u0190n2b.jpg,http://ww1.sinaimg.cn/large/0082XMlgly1gnym5tz47uj30u0190jyx.jpg,http://ww1.sinaimg.cn/large/0082XMlgly1gnym5x3vc7j30u0190diw.jpg,http://ww3.sinaimg.cn/large/0082XMlgly1gnym62bcyej30u0190dlc.jpg,http://ww3.sinaimg.cn/large/0082XMlgly1gnym65at0cj30u0190te2.jpg",无,无,2021-02-24 14:36,肖战最好的你超话,11,4,267
K3p2evxI8,#肖战男友力[超话]#xz  ♥️♥️  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️像冬季清晨里的一抹阳光， 像夏季傍晚的凉风， 像秋季午后凉爽的汽水， 像春季凌晨犹如浩瀚宇宙一般的天空， 你是我的心小鹿乱撞的原因。♥️🐰♥️@X玖少年团肖战DAYTOYCrr vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-24 13:03,肖战男友力超话,9,3,266
K3oVCCqvW,我在#森林驿站#帮助了猕猴，获得了爱心和动物卡片。#熊猫守护者#们，快加入驿站一起玩吧！熊猫守护者  原图 ,,http://wx4.sinaimg.cn/large/81c37846ly1g1hgq8i3axj210w1a91kx.jpg,无,无,2021-02-24 12:47,熊猫守护者,0,0,0
K3oMAEY2u,我在#微博剧集榜#，看#电视剧斗罗大陆 #，一起来看吧！ 斗罗大陆  ,,无,无,无,2021-02-24 12:25,三星android智能手机,0,0,0
K3ncJ5q66,努力打榜，让@X玖少年团肖战DAYTOY 的新歌 策马正少年  在#亚洲新歌榜#勇夺冠军！加油  ,,无,无,无,2021-02-24 08:24,三星android智能手机,0,0,0
K3n446s0T,@X玖少年团肖战DAYTOY 我在#明星势力榜#内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第2位   ,,无,无,无,2021-02-24 08:02,三星android智能手机,0,0,0
K3gyQhOaW,#肖战男友力[超话]#  xz  🐰🐰  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战🎐🐰🎐🐰🎐🐰🎐🐰🎐🐰🎐🐰🎐🐰🎐🐰🎐🐰🎐🐰🎐🐰🎐风起风落，他仍是他。孤胆在温柔内，心间花火盛放。听风吹，听他说，跃跃欲试与世界交手，跟出发时一样。@X玖少年团肖战DAYTOYCre logo             [组图共9张]      原图                             ,,"http://ww3.sinaimg.cn/large/0082XMlggy1gnxi2ie6etj30zk0zktj2.jpg,http://ww3.sinaimg.cn/large/0082XMlggy1gnxi2l4432j30zk0zktiz.jpg,http://ww4.sinaimg.cn/large/0082XMlggy1gnxi2mxyzuj30zk0zktgw.jpg,http://ww3.sinaimg.cn/large/0082XMlggy1gnxi2o34e1j30j10xujw6.jpg,http://ww3.sinaimg.cn/large/0082XMlggy1gnxi2pxbb6j30jz0zkjt8.jpg,http://ww3.sinaimg.cn/large/0082XMlggy1gnxi2srbqwj30k00zkn2n.jpg,http://ww1.sinaimg.cn/large/0082XMlggy1gnxi2tnxw8j30qo0qo430.jpg,http://ww2.sinaimg.cn/large/0082XMlggy1gnxi2uehjoj30k00zk43a.jpg,http://ww3.sinaimg.cn/large/0082XMlggy1gnxi2vpp3tj30k00zkwke.jpg",无,无,2021-02-23 15:29,肖战男友力超话,8,4,271
K3gocrHvq,#肖战最好的你[超话]#  xz  ♥️♥️  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐如果说，太阳是一切快乐和力量的源泉，那么，你就是我心上永不坠落的太阳! 我要你知道，在这个世界上总有一个人是等着你的，不管在什么时候，不管在反正你知道，总有这么个人。@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-23 15:03,肖战最好的你超话,17,4,282
K3fTrD0DG,我在#森林驿站#帮助了东北虎，获得了爱心和动物卡片。#熊猫守护者#们，快加入驿站一起玩吧！熊猫守护者  原图 ,,http://wx3.sinaimg.cn/large/81c37846ly1g1hgqegetwj210w1crb29.jpg,无,无,2021-02-23 13:47,熊猫守护者,0,0,0
K3dMABdMl,欠我的钱都不用还了，帮我爱豆@X玖少年团肖战DAYTOY 的策马正少年 打榜就行！#亚洲新歌榜#  ,,无,无,无,2021-02-23 08:25,三星android智能手机,0,0,0
K3dMflVCD,@X玖少年团肖战DAYTOY 我在#明星势力榜#内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第2位   ,,无,无,无,2021-02-23 08:24,三星android智能手机,0,0,0
K36NVBOgf,#肖战最好的你[超话]# xz  ♥️♥️  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐生如夏花，灿若朝阳 肖战，愿所有幸运，都不期而遇 愿所有美好，都如约而至🎐♥️🎐@X玖少年团肖战DAYTOYCre logo             [组图共9张]      原图                             ,,"http://ww4.sinaimg.cn/large/0082XMlggy1gnwazsscnhj30u01hcwyq.jpg,http://ww4.sinaimg.cn/large/0082XMlggy1gnwazu1lj1j30u01hck4e.jpg,http://ww1.sinaimg.cn/large/0082XMlggy1gnwazv9lr3j30u01hcqhu.jpg,http://ww3.sinaimg.cn/large/0082XMlggy1gnwazwdoa5j30u01hctm7.jpg,http://ww2.sinaimg.cn/large/0082XMlggy1gnwazxh3uvj30u01hcqgg.jpg,http://ww4.sinaimg.cn/large/0082XMlggy1gnwazyi98rj30u01hcalx.jpg,http://ww2.sinaimg.cn/large/0082XMlggy1gnwazzmn5nj30u01hcaps.jpg,http://ww2.sinaimg.cn/large/0082XMlggy1gnwb00qjpej30u01hch1j.jpg,http://ww3.sinaimg.cn/large/0082XMlggy1gnwb01z8fzj30u01hctlf.jpg",无,无,2021-02-22 14:39,肖战最好的你超话,9,6,280
K36Ik9dGK,#肖战男友力[超话]#xz  ♥️♥️  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战🎋♥️🎋♥️🎋♥️🎋♥️🎋♥️🎋♥️🎋♥️🎋♥️🎋♥️🎋♥️🎋♥️🎋曾梦见一场旅行，最美的，不是朝阳，不是落日，不是海风呼啸，不是巴山夜雨，而是你。没有月色，没有星辰，没有山河，但有你. 我遇見你很晚， 可我會陪伴你很久。@X玖少年团肖战DAYTOYCre ve 陈清香2979的微博视频                                 ,,无,无,无,2021-02-22 14:25,肖战男友力超话,9,4,271
K35I5yHGv,我在#微博剧集榜#，为#电视剧斗罗大陆#打榜，快来参与打榜吧！ 斗罗大陆  ,,无,无,无,2021-02-22 11:52,三星android智能手机,0,0,0
K35HZjael,我在#微博剧集榜#，看#电视剧斗罗大陆 #，一起来看吧！ 斗罗大陆  ,,无,无,无,2021-02-22 11:51,三星android智能手机,0,0,0
K34YgoiZN,我在#森林驿站#集齐了雪豹拼图，还获得了道具奖励。#熊猫守护者#们，快加入驿站一起玩吧！熊猫守护者  原图 ,,http://wx3.sinaimg.cn/large/81c37846ly1g1hgqagdyuj210w1cr4qp.jpg,无,无,2021-02-22 09:59,熊猫守护者,0,0,0
K34nGwn2O,你不能当饭吃，但没有你@X玖少年团肖战DAYTOY 的策马正少年 ，我吃不下饭。#亚洲新歌榜#  ,,无,无,无,2021-02-22 08:29,三星android智能手机,0,0,0
K34noqu2E,@X玖少年团肖战DAYTOY 我在#明星势力榜#内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第2位   ,,无,无,无,2021-02-22 08:28,三星android智能手机,0,0,0
K2XnxcDf9,"#肖战男友力[超话]#xz ♥️♥️  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战🎋♥️🎋♥️🎋♥️🎋♥️🎋♥️🎋♥️🎋♥️🎋♥️🎋♥️🎋♥️🎋♥️🎋愛一個人 希望他過更好，打從心裡 暖暖的， 你比自己更重要我也希望變更好"" 。我因你而学会感受幸福。遇见你，是我一世的春暖花开。🎋♥️🎋@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ",,无,无,无,2021-02-21 14:39,肖战男友力超话,7,3,233
K2WVFwq3I,#肖战最好的你[超话]#  xz  ♥️♥️   xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️你知道你和星星有什麼區別嗎？星星在天上，你在我心裡。用你的微笑改变世界，不要让世界改变你的微笑。今天，再大声说一遍，我爱肖战！@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-21 13:30,肖战最好的你超话,8,3,272
K2UZMqiYv,#肖战爱心图书馆#赠人玫瑰，手有余香。我在“肖战爱心图书馆”项目捐款成功！@扬帆计划 肖战爱心图书馆  ,,无,无,无,2021-02-21 08:35,微公益,0,0,0
K2Uumxeoh,中午不睡，下午崩溃，为@X玖少年团肖战DAYTOY 的策马正少年 打个榜整个人都精神了！#亚洲新歌榜#  ,,无,无,无,2021-02-21 07:18,三星android智能手机,2,0,0
K2UgR3xAV,@X玖少年团肖战DAYTOY 我在#明星势力榜#内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第2位   ,,无,无,无,2021-02-21 06:44,三星android智能手机,0,0,0
K2OIffTf5,#肖战男友力[超话]#  xz  ♥️♥️  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️温柔踩着清风，云朵贩卖着可爱，空气中充满了从你身上散发的甜甜的味道。是什么时候喜欢上你的呢，让我想想，大概在某一天，我忽然发觉，这世上所有温柔的事，都让我想起你。你站在那儿轻轻一笑，世界就多了许多光彩。@X玖少年团肖战DAYTOY Cre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-20 16:35,肖战男友力超话,10,3,229
K2OwjzrCf,#肖战最好的你[超话]#  xz  ♥️♥️ xz #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️遇见你之后， 才懂得什么叫相互守护 在爱你的这件事情上毫无保留， 你默默的努力，虾们默默的陪伴。我的期待有很多，比如睡到自然醒 ，比如醒来就能看到我爱的天气和你。♥️🐰♥️@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-20 16:06,肖战最好的你超话,15,4,261
K2LvNwM0S,@X玖少年团肖战DAYTOY 我在#明星势力榜#内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第2位   ,,无,无,无,2021-02-20 08:26,三星android智能手机,0,0,0
K2LvE8W9r,每天听@X玖少年团肖战DAYTOY 演唱的策马正少年，感觉自己回到那个青葱岁月很好听的一首励志歌策马正少年#亚洲新歌榜#  ,,无,无,无,2021-02-20 08:26,三星android智能手机,0,0,0
K2GcllPPc,#肖战男友力[超话]# xz  🐰🐰  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️🐰♥️你说热爱可抵岁月漫长，那我便陪你度过漫长岁月!遇见你是我的幸运 喜欢你是我的执念.我爱你。 我爱这个世界上的三件事 太阳，月亮和你。 太阳是白昼，月亮是夜晚，而你是我的永远。@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-19 18:55,肖战男友力超话,17,5,250
K2FiLhYB0,#肖战最好的你[超话]#xz  ♥️♥️  xz #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐我想说的话 很多时候都不知道怎么表达 ，爱总是藏在眼睛里 你知不知道也藏在这句子里 我并不是很好的人，爱全世界最好的人，是你肖战！我真的好喜欢你 爱情从我心动的那一刻起 你是我认定的一辈子。@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-19 16:38,肖战最好的你超话,10,4,248
K2CeeqYy4,#老兵有范#涓滴之水成海洋， 我在“抗战老兵助养行动”项目捐款成功！携手@肖战DAYTOY公益站，凝聚颗颗爱心点燃更多希望。@中华救助 抗战老兵助养行动  ,,无,无,无,2021-02-19 08:48,微公益,1,0,0
K2CaPtaya,叮咚！我是今日份的小奖章！我在肖战秘密花园超话等级达到LV.12，获得人气粉丝头衔，想知道我是怎么获得的吗？来#肖战秘密花园[超话]#找我聊聊吧~  ,,无,无,无,2021-02-19 08:40,超话,0,0,0
K2C5JzbdV,@X玖少年团肖战DAYTOY 我在#明星势力榜#内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第2位   ,,无,无,无,2021-02-19 08:27,三星android智能手机,0,0,0
K2C5Bygwk,安利一下@X玖少年团肖战DAYTOY  的新歌策马正少年 ，#亚洲新歌榜#  ,,无,无,无,2021-02-19 08:27,三星android智能手机,0,0,0
K2vIc5HlM,#肖战最好的你[超话]# xz  ♥️♥️  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐♥️🎐一年三百六十五天，我只愛你三天。昨天 今天 明天。一天又快过去了，每天都在想你。肖战啊~有好好照顾自己吗。🎐♥️🎐@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-18 16:13,肖战最好的你超话,8,4,258
K2vmDlG9f,#肖战秘密花园[超话]# xz  ♥️♥️  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战🎐🎨🎐🎨🎐🎨🎐🎨🎐🎨🎐🎨🎐🎨🎐🎨🎐🎨🎐🎨🎐🎨🎐人生总会遇到两个人，一个惊艳了时光，另一个温柔了岁月。这两种你都属于。世界上好的语句太多，都不足够形容你，百闻不如一见，是肖战。@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-18 15:20,肖战秘密花园超话,35,7,236
K2sKo8Ube,@X玖少年团肖战DAYTOY 我在#明星势力榜#内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第2位   ,,无,无,无,2021-02-18 08:40,三星android智能手机,0,0,0
K2sKco2yc,音乐是治愈心灵的良药，在#亚洲新歌榜#为@X玖少年团肖战DAYTOY  的策马正少年 打榜之后便放弃了治疗！  ,,无,无,无,2021-02-18 08:40,三星android智能手机,0,0,0
K2m0J4lGY,"#肖战最好的你[超话]# xz  ❤❤   xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战🎋❤🎋❤🎋❤🎋❤🎋❤🎋❤🎋❤🎋❤🎋❤🎋❤🎋❤🎋愛一個人 希望他過更好，打從心裡 暖暖的， 你比自己更重要我也希望變更好"" 。我因你而学会感受幸福。遇见你，是我一世的春暖花开。 🎋❤🎋@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ",,无,无,无,2021-02-17 15:31,肖战最好的你超话,11,5,272
K2luXxwL0,#肖战秘密花园[超话]#  xz  ❤❤   xz #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战🎐❤🎐❤🎐❤🎐❤🎐❤🎐❤🎐❤🎐❤🎐❤🎐❤🎐❤🎐你知道你和星星有什麼區別嗎？星星在天上，你在我心裡。用你的微笑改变世界，不要让世界改变你的微笑。今天，再大声说一遍，我爱肖战 。@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-17 14:13,肖战秘密花园超话,54,13,258
K2kyDiC7y,我在#微博剧集榜#，看#电视剧斗罗大陆 #，一起来看吧！ 微博剧集榜  ,,无,无,无,2021-02-17 11:49,三星android智能手机,0,0,0
K2joLhqpz,城市套路深，我要回农村。打榜套路少，效果非常好！快来#亚洲新歌榜#为@X玖少年团肖战DAYTOY 的新歌策马正少年 打榜吧！  ,,无,无,无,2021-02-17 08:52,三星android智能手机,1,0,0
K2jeOmyNE,不如打榜！谈恋爱不如打榜！自从在#亚洲新歌榜#为@X玖少年团肖战DAYTOY 的 策马正少年 打榜，妈妈再也不用担心我的听歌品位啦~  ,,无,无,无,2021-02-17 08:28,三星android智能手机,1,0,1
K2j8Mxxoh,@X玖少年团肖战DAYTOY 我在#明星势力榜#内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第2位   ,,无,无,无,2021-02-17 08:13,三星android智能手机,0,0,0
K2d2RrIeE,#肖战最好的你[超话]# xz  🐰🐰  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战❤🐰❤🐰❤🐰❤🐰❤🐰❤🐰❤🐰❤🐰❤🐰❤🐰❤🐰❤星星醉酒到處跑，月亮跌進深海里，我以前從未覺得人間美好的，直到你來了。等待是个很迷人的词，你依然是肖战，我们依然是小飞侠，愿顺顺利利，平平安安。❤🐰❤@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-16 16:42,肖战最好的你超话,8,5,251
K2cOFdMMu,#肖战秘密花园[超话]#  xz  ❤❤  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战❤🐇❤🐇❤🐇❤🐇❤🐇❤🐇❤🐇❤🐇❤🐇❤🐇❤🐇❤最圓的月亮，等一次要一個月、明早的日出，等一次要一天，而我對你的愛，永不間斷。没有你，我的天空少了一片色彩。没有你，我的世界多了一种思念。@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-16 16:07,肖战秘密花园超话,52,12,237
K29HnfeVA,自古深情留不住，常来打榜得人心！快来全新升级的#亚洲新歌榜#为@X玖少年团肖战DAYTOY 的新歌策马正少年 加油助威！  ,,无,无,无,2021-02-16 08:10,三星android智能手机,0,0,0
K29GFsXyM,@X玖少年团肖战DAYTOY 我在#明星势力榜#内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第2位   ,,无,无,无,2021-02-16 08:09,三星android智能手机,0,0,0
K26M5CjEH,说多了嘴累，走多了腿累，来#亚洲新歌榜#听@X玖少年团肖战DAYTOY 的策马正少年  心不累！  ,,无,无,无,2021-02-16 00:44,三星android智能手机,0,0,0
K24IhqSo0,#肖战最好的你[超话]# xz  ❤❤  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战❤🐇❤🐇❤🐇❤🐇❤🐇❤🐇❤🐇❤🐇❤🐇❤🐇❤🐇❤如果有喜欢的人，多少会让对方感觉到，也藏不住的。是你的。我昨天很喜歡你，今天很喜歡你，而且有預感明天也很喜歡你。❤🐇❤@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-15 19:29,肖战最好的你超话,11,4,234
K24cyh5KA,#肖战秘密花园[超话]#  xz  ❤❤  xz  #肖战余生请多指教# 肖战余生请多指教 xz #肖战斗罗大陆#  肖战斗罗大陆 xz#狼殿下肖战# 狼殿下肖战🎋❤🎋❤🎋❤🎋❤🎋❤🎋❤🎋❤🎋❤🎋❤🎋❤🎋❤🎋全世界最好的肖战，有你的 日子 就是 生活明朗 万物可爱.喜歡有你的世界。相信你会越来越好的，愿你能被这世间温柔以待。🎋❤🎋@X玖少年团肖战DAYTOYCre vd 陈清香2979的微博视频                                 ,,无,无,无,2021-02-15 18:11,肖战秘密花园超话,38,11,238
K21pfEs9n,说多了嘴累，走多了腿累，来#亚洲新歌榜#听@X玖少年团肖战DAYTOY 的策马正少年  心不累！  ,,无,无,无,2021-02-15 11:04,三星android智能手机,0,0,0
