,微博正文,点赞数,转发数,评论数,附图,附链接,TAG,明星,清洗正文
1192,转发理由:@X玖少年团肖战DAYTOY我永远支持你！我们一起拿下#明星势力榜#第一名！//@X玖少年团肖战DAYTOY:平凡中有不凡。1月22日走进#电影武汉日夜#，向抗疫英雄致敬！原始用户:中国电影报道转发内容:#武汉日夜融媒体首映直播##武汉日夜首映#以平凡见证不凡，以真实演绎了不起的中国奇迹！这是中国人的坚强和善良，这是属于我们的中国故事！以爱之名，无畏前行，致敬英雄，向阳而生！#电影武汉日夜#1月22日全国上映，@X玖少年团肖战DAYTOY邀您观影，重温感动、见证温暖，真情告白“有你真好”！原图,0,0,0,"<re.Match object; span=(252, 254), match='原图'>",[],"['明星势力榜', '电影武汉日夜', '武汉日夜融媒体首映直播', '武汉日夜首映', '电影武汉日夜']","['@X玖少年团肖战DAYTOY', '@X玖少年团肖战DAYTOY', '@X玖少年团肖战DAYTOY']",转发理由:@X玖少年团肖战DAYTOY我永远支持你！我们一起拿下第一名！//@X玖少年团肖战DAYTOY:平凡中有不凡。1月22日走进，向抗疫英雄致敬！原始用户:中国电影报道转发内容:以平凡见证不凡，以真实演绎了不起的中国奇迹！这是中国人的坚强和善良，这是属于我们的中国故事！以爱之名，无畏前行，致敬英雄，向阳而生！1月22日全国上映，@X玖少年团肖战DAYTOY邀您观影，重温感动、见证温暖，真情告白“有你真好”！
1193,@X玖少年团肖战DAYTOY我在#明星势力榜#内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第2位,0,0,0,,[],['明星势力榜'],['@X玖少年团肖战DAYTOY'],@X玖少年团肖战DAYTOY我在内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！明星势力榜第2位
1194,转发理由://@X玖少年团肖战DAYTOY:#2020无价的你##再见2020#2020，让我发现身体健康是无价的；2021，希望大家都能健健康康，顺顺利利！原始用户:人民日报转发内容:【2020年终演讲：无价】当说起2020，你会用什么形容？今晚@李宇春讲述《#2020无价的你#》，联合人民日报新媒体正式上线！其中是否有你的答案？带话题#再见2020#发布竖屏视频，向无价的2020说再见。参与征集的视频有机会出现在#再见2020全民短片#中，一起带着对2020的无价回忆，驶向2021！人民日报的微博视频,0,0,0,,[],"['2020无价的你', '再见2020', '2020无价的你', '再见2020', '再见2020全民短片']",['@X玖少年团肖战DAYTOY'],转发理由://@X玖少年团肖战DAYTOY:2020，让我发现身体健康是无价的；2021，希望大家都能健健康康，顺顺利利！原始用户:人民日报转发内容:【2020年终演讲：无价】当说起2020，你会用什么形容？今晚@李宇春讲述《》，联合人民日报新媒体正式上线！其中是否有你的答案？带话题发布竖屏视频，向无价的2020说再见。参与征集的视频有机会出现在中，一起带着对2020的无价回忆，驶向2021！人民日报的微博视频
1195,转发理由://@1005号肥虾饲养部:立刻安排上！！！摸了肖战的福牛，2021一定顺顺利利～我们肖战也要福气满满，牛气冲天！@X玖少年团肖战DAYTOY#肖战[超话]#原始用户:X玖少年团肖战DAYTOY转发内容:#微博养牛事事牛#去我的福牛小家福牛新春旅行记，摸一摸，即可获得相机毛衣道具，还能与我的福牛同框合照@让红包飞肖战工作室的微博视频,0,0,0,,[],"['肖战[超话]', '微博养牛事事牛']",['@X玖少年团肖战DAYTOY'],转发理由://@1005号肥虾饲养部:立刻安排上！！！摸了肖战的福牛，2021一定顺顺利利～我们肖战也要福气满满，牛气冲天！@X玖少年团肖战DAYTOY原始用户:X玖少年团肖战DAYTOY转发内容:去我的福牛小家福牛新春旅行记，摸一摸，即可获得相机毛衣道具，还能与我的福牛同框合照@让红包飞肖战工作室的微博视频
1196,转发理由://@肖战影音会官微:游子的牵挂，平衡于无言爱意和不眠喧闹，溺在熟悉的乡音小调和万家烟火，埋以远游的翼翅羽毛。重回故乡，走一走看一看，真好。你好啊，重庆崽儿肖战！原始用户:X玖少年团肖战DAYTOY转发内容:大家好，我是重庆崽儿肖战！[组图共6张]原图,0,0,0,"<re.Match object; span=(122, 131), match='[组图共6张]原图'>",[],[],[],转发理由://@肖战影音会官微:游子的牵挂，平衡于无言爱意和不眠喧闹，溺在熟悉的乡音小调和万家烟火，埋以远游的翼翅羽毛。重回故乡，走一走看一看，真好。你好啊，重庆崽儿肖战！原始用户:X玖少年团肖战DAYTOY转发内容:大家好，我是重庆崽儿肖战！
1197,转发理由://@X玖少年团肖战DAYTOY:平凡中有不凡。1月22日走进#电影武汉日夜#，向抗疫英雄致敬！原始用户:中国电影报道转发内容:#武汉日夜融媒体首映直播##武汉日夜首映#以平凡见证不凡，以真实演绎了不起的中国奇迹！这是中国人的坚强和善良，这是属于我们的中国故事！以爱之名，无畏前行，致敬英雄，向阳而生！#电影武汉日夜#1月22日全国上映，@X玖少年团肖战DAYTOY邀您观影，重温感动、见证温暖，真情告白“有你真好”！原图,0,0,0,"<re.Match object; span=(214, 216), match='原图'>",[],"['电影武汉日夜', '武汉日夜融媒体首映直播', '武汉日夜首映', '电影武汉日夜']","['@X玖少年团肖战DAYTOY', '@X玖少年团肖战DAYTOY']",转发理由://@X玖少年团肖战DAYTOY:平凡中有不凡。1月22日走进，向抗疫英雄致敬！原始用户:中国电影报道转发内容:以平凡见证不凡，以真实演绎了不起的中国奇迹！这是中国人的坚强和善良，这是属于我们的中国故事！以爱之名，无畏前行，致敬英雄，向阳而生！1月22日全国上映，@X玖少年团肖战DAYTOY邀您观影，重温感动、见证温暖，真情告白“有你真好”！
1198,我在#森林驿站#帮助了猕猴，获得了爱心和动物卡片。#熊猫守护者#们，快加入驿站一起玩吧！熊猫守护者原图,0,0,0,"<re.Match object; span=(49, 51), match='原图'>",[],"['森林驿站', '熊猫守护者']",[],我在帮助了猕猴，获得了爱心和动物卡片。们，快加入驿站一起玩吧！熊猫守护者
1199,#肖战魏无羡[超话]##肖战斗罗大陆#肖战斗罗大陆#肖战余生请多指教#肖战余生请多指教“你付出多少，生活就会反馈给你多少，我每做一件事都是我热爱的。”@X玖少年团肖战DAYTOY以热爱清醒为基准做事，以温柔坚持为原则做人。追随正能量偶像肖战，让我们一起做温和而有力量的人，共赴新的约定圈娱记的微博视频肖战斗罗大陆肖战余生请多指教,3,1,34,,[],"['肖战魏无羡[超话]', '肖战斗罗大陆', '肖战余生请多指教']",['@X玖少年团肖战DAYTOY'],肖战斗罗大陆肖战余生请多指教“你付出多少，生活就会反馈给你多少，我每做一件事都是我热爱的。”@X玖少年团肖战DAYTOY以热爱清醒为基准做事，以温柔坚持为原则做人。追随正能量偶像肖战，让我们一起做温和而有力量的人，共赴新的约定圈娱记的微博视频肖战斗罗大陆肖战余生请多指教
1200,#肖战[超话]##肖战斗罗大陆#肖战斗罗大陆#肖战唐三#肖战唐三唐三：“如果有人要伤害你，就请他先从我的尸体上踏过去。”“付出过的努力，也许现在看不到，但一定会以某种形式累积起来。如果说，我之所以得不到成果的理由，是因为我的努力不够，那我就用我的痛去弥补。加倍的努力、加倍的痛，我一定会成功的！”期待演员肖战，期待斗罗大陆电视剧的播出。期待剧版《斗罗大陆》热血来袭！《斗罗大陆》首爆预告片肖战吴宣仪共赴燃魂之旅@X玖少年团肖战DAYTOY肖战斗罗大陆肖战唐三,32,1,190,,[],"['肖战[超话]', '肖战斗罗大陆', '肖战唐三']",['@X玖少年团肖战DAYTOY'],肖战斗罗大陆肖战唐三唐三：“如果有人要伤害你，就请他先从我的尸体上踏过去。”“付出过的努力，也许现在看不到，但一定会以某种形式累积起来。如果说，我之所以得不到成果的理由，是因为我的努力不够，那我就用我的痛去弥补。加倍的努力、加倍的痛，我一定会成功的！”期待演员肖战，期待斗罗大陆电视剧的播出。期待剧版《斗罗大陆》热血来袭！《斗罗大陆》首爆预告片肖战吴宣仪共赴燃魂之旅@X玖少年团肖战DAYTOY肖战斗罗大陆肖战唐三
1201,转发理由://@无语洛:#肖战斗罗大陆#xz#肖战唐三#演员肖战原始用户:1005号虾虾能量客栈转发内容:#肖战斗罗大陆#xz#肖战蒙牛乳业品牌代言人#他是炙热少年魏无羡，是深情款款的王爷，是庆余年的言冰云，是诛仙里纯真小凡，是买耳朵里孝心满满的外卖小哥，是斗罗大陆中的唐三，是余生中医术精湛的顾医生。更是解锁众多角色的演员肖战。用炙热之心演绎角色，一个又一个角色的诠释刻画，让我们来一同欣赏@X玖少年团肖战DAYTOY初心为战丨FOREVER的微博视频,0,0,0,,[],"['肖战斗罗大陆', '肖战唐三', '肖战斗罗大陆', '肖战蒙牛乳业品牌代言人']",['@X玖少年团肖战DAYTOY'],转发理由://@无语洛:xz演员肖战原始用户:1005号虾虾能量客栈转发内容:xz他是炙热少年魏无羡，是深情款款的王爷，是庆余年的言冰云，是诛仙里纯真小凡，是买耳朵里孝心满满的外卖小哥，是斗罗大陆中的唐三，是余生中医术精湛的顾医生。更是解锁众多角色的演员肖战。用炙热之心演绎角色，一个又一个角色的诠释刻画，让我们来一同欣赏@X玖少年团肖战DAYTOY初心为战丨FOREVER的微博视频
1202,转发理由://@是呆桃的腿毛呀:#肖战唐三#xz#肖战斗罗大陆#我只笑笑不回答，说小姑凉别犯傻原始用户:1005号肥虾饲养部转发内容:#肖战唐三##肖战斗罗大陆#👉肖战👈《阳光下的星星》“你说云落泪了风会吹干她，我问风叹息又怎么安慰呢，你只笑笑不回答，说小姑娘别犯傻”伴随着温暖简单的旋律，有种冬天在大大的玻璃房间里晒太阳的感觉，让人感觉舒服又自然。@X玖少年团肖战DAYTOY东方卫视我们的歌的微博视频,0,1,0,,[],"['肖战唐三', '肖战斗罗大陆', '肖战唐三', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],转发理由://@是呆桃的腿毛呀:xz我只笑笑不回答，说小姑凉别犯傻原始用户:1005号肥虾饲养部转发内容:👉肖战👈《阳光下的星星》“你说云落泪了风会吹干她，我问风叹息又怎么安慰呢，你只笑笑不回答，说小姑娘别犯傻”伴随着温暖简单的旋律，有种冬天在大大的玻璃房间里晒太阳的感觉，让人感觉舒服又自然。@X玖少年团肖战DAYTOY东方卫视我们的歌的微博视频
1203,转发理由://@无语洛:#肖战斗罗大陆#xz#肖战唐三#原始用户:拔萝卜虾虾团转发内容:#肖战唐三#xz#肖战斗罗大陆#👉【肖战】👈“如果这世界复杂、虚假、喧哗我用尽我的一切奔向你呀～”一曲由@X玖少年团肖战DAYTOY演唱的《用尽我的一切奔向你》。让我们一起在荧幕光影之间，见证荣耀时刻。腾讯视频演员请就位的微博视频,1,0,0,,[],"['肖战斗罗大陆', '肖战唐三', '肖战唐三', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],转发理由://@无语洛:xz原始用户:拔萝卜虾虾团转发内容:xz👉【肖战】👈“如果这世界复杂、虚假、喧哗我用尽我的一切奔向你呀～”一曲由@X玖少年团肖战DAYTOY演唱的《用尽我的一切奔向你》。让我们一起在荧幕光影之间，见证荣耀时刻。腾讯视频演员请就位的微博视频
1204,转发理由://@是呆桃的腿毛呀:#肖战唐三#xz#肖战斗罗大陆#独一无二的肖战啊原始用户:兔毛栽培队转发内容:#肖战斗罗大陆#xz#肖战唐三#👉【肖战】👈你是红毯中的独一无二，更是舞台上的完美无缺。用尽一切奔向属于你的天地吧，发光少年@X玖少年团肖战DAYTOY未来可期~cr:肖战全平台安利组的微博视频,0,0,0,,[],"['肖战唐三', '肖战斗罗大陆', '肖战斗罗大陆', '肖战唐三']",['@X玖少年团肖战DAYTOY'],转发理由://@是呆桃的腿毛呀:xz独一无二的肖战啊原始用户:兔毛栽培队转发内容:xz👉【肖战】👈你是红毯中的独一无二，更是舞台上的完美无缺。用尽一切奔向属于你的天地吧，发光少年@X玖少年团肖战DAYTOY未来可期~cr:肖战全平台安利组的微博视频
1205,转发理由:始于颜值，敬于才华，合于性格，久于善良，终于人品。这就是喜欢你的原因，我们一直都会谨言慎行，期待演员肖战的电视剧和歌手肖战的歌曲！原始用户:parasolgirl转发内容:#肖战魏无羡[超话]##肖战余生请多指教#xz#肖战斗罗大陆#肖战／夷陵老祖魏无羡／超A踩点“我魏无羡即使不佩剑，单凭你们口中的邪魔歪道也能一骑绝尘，让你们所有人都望尘莫及！”想念又A又飒的夷陵老祖魏无羡了！其实我更想肖战战了cr：墨阿梨的微博视频@X玖少年团肖战DAYTOY期待演员肖战,0,0,0,,[],"['肖战魏无羡[超话]', '肖战余生请多指教', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],转发理由:始于颜值，敬于才华，合于性格，久于善良，终于人品。这就是喜欢你的原因，我们一直都会谨言慎行，期待演员肖战的电视剧和歌手肖战的歌曲！原始用户:parasolgirl转发内容:xz肖战／夷陵老祖魏无羡／超A踩点“我魏无羡即使不佩剑，单凭你们口中的邪魔歪道也能一骑绝尘，让你们所有人都望尘莫及！”想念又A又飒的夷陵老祖魏无羡了！其实我更想肖战战了cr：墨阿梨的微博视频@X玖少年团肖战DAYTOY期待演员肖战
1206,转发理由:欢喜是你，喜欢是你我想见你，不远万里往后余生，万般皆你肖战，我喜欢你愿你一切如意，平安顺利原始用户:parasolgirl转发内容:#肖战[超话]##肖战唐三#xz#肖战斗罗大陆#既入唐门，便一生都是唐门中人！坚守信念，在成长中不断提升自己！！期待青年演员@X玖少年团肖战DAYTOY对唐三的倾情出演肖战唐三/踩点可归弋的微博视频,0,0,0,,[],"['肖战[超话]', '肖战唐三', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],转发理由:欢喜是你，喜欢是你我想见你，不远万里往后余生，万般皆你肖战，我喜欢你愿你一切如意，平安顺利原始用户:parasolgirl转发内容:xz既入唐门，便一生都是唐门中人！坚守信念，在成长中不断提升自己！！期待青年演员@X玖少年团肖战DAYTOY对唐三的倾情出演肖战唐三/踩点可归弋的微博视频
1207,转发理由://@去飞吖:遵纪守法做好公民！原始用户:nuIlity转发内容:#警方通报肖战工作室被骚扰案结果#警方已发通报，坚决反对这种违法犯罪行为！在此倡议各位看官以官方通报为准，希望大家都做一个遵纪守法的好公民~原图,0,0,0,"<re.Match object; span=(108, 110), match='原图'>",[],['警方通报肖战工作室被骚扰案结果'],[],转发理由://@去飞吖:遵纪守法做好公民！原始用户:nuIlity转发内容:警方已发通报，坚决反对这种违法犯罪行为！在此倡议各位看官以官方通报为准，希望大家都做一个遵纪守法的好公民~
1208,#肖战[超话]##肖战余生请多指教##肖战斗罗大陆#我们的男孩我们想让别人我们想让他们羡慕你。“没有错过你是我最大的幸运”“只给你最好看的风景只给你我最大的偏爱”听肖战深情演唱《最幸运的幸运》~温暖声线点燃这个冬天@X玖少年团肖战DAYTOY星光大赏：肖战《最幸运的幸运》温暖这个寒冬！@X玖少年团肖战DAYTOY肖战余生请多指教肖战斗罗大陆,32,9,171,,[],"['肖战[超话]', '肖战余生请多指教', '肖战斗罗大陆']","['@X玖少年团肖战DAYTOY', '@X玖少年团肖战DAYTOY']",我们的男孩我们想让别人我们想让他们羡慕你。“没有错过你是我最大的幸运”“只给你最好看的风景只给你我最大的偏爱”听肖战深情演唱《最幸运的幸运》~温暖声线点燃这个冬天@X玖少年团肖战DAYTOY星光大赏：肖战《最幸运的幸运》温暖这个寒冬！@X玖少年团肖战DAYTOY肖战余生请多指教肖战斗罗大陆
1209,#肖战魏无羡[超话]##肖战斗罗大陆#xz#肖战唐三#期待演员肖战，期待肖战斗罗大陆◎肖战/斗罗大陆/唐三来时汹涌去时想通人生不过一场好梦激情为三哥摸鱼啦@X玖少年团肖战DAYTOY弋桉的微博视频,6,1,35,,[],"['肖战魏无羡[超话]', '肖战斗罗大陆', '肖战唐三']",['@X玖少年团肖战DAYTOY'],xz期待演员肖战，期待肖战斗罗大陆◎肖战/斗罗大陆/唐三来时汹涌去时想通人生不过一场好梦激情为三哥摸鱼啦@X玖少年团肖战DAYTOY弋桉的微博视频
1210,转发理由:肖战，我爱你，无畏人海的拥挤，更抛却偏见与固执，你就是我心尖尖上的人儿。肖战我爱你原始用户:parasolgirl转发内容:#肖战魏无羡[超话]#肖战#肖战余生请多指教#肖战余生请多指教#肖战斗罗大陆#肖战斗罗大陆困了累了来听接收《绿光》舞台上这位超甜的肖战，爱笑的人运气不会差的。触电般不可思议，你就是奇迹。爱镌刻在心底，你就是唯一。@X玖少年团肖战DAYTOY东方卫视我们的歌的微博视频肖战斗罗大陆肖战余生请多指教,0,0,0,,[],"['肖战魏无羡[超话]', '肖战余生请多指教', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],转发理由:肖战，我爱你，无畏人海的拥挤，更抛却偏见与固执，你就是我心尖尖上的人儿。肖战我爱你原始用户:parasolgirl转发内容:肖战肖战余生请多指教肖战斗罗大陆困了累了来听接收《绿光》舞台上这位超甜的肖战，爱笑的人运气不会差的。触电般不可思议，你就是奇迹。爱镌刻在心底，你就是唯一。@X玖少年团肖战DAYTOY东方卫视我们的歌的微博视频肖战斗罗大陆肖战余生请多指教
1211,转发理由:从歌手到演员，不断解锁新的身份，用努力与汗水一步一个脚印突破自我，时光虽轻描淡写，但每一笔都浓墨重彩，让我们一起做温和而有力量的人，共赴美好的未来！原始用户:parasolgirl转发内容:#肖战[超话]##肖战唐三#xz#肖战斗罗大陆#肖战原声台词“万中无一天才现，瞬息万变，赤子情义，至斗罗大陆之巅。”天资聪颖，双生武魂，为朋友两肋插刀，对恩师尊重敬爱，不失为赤子少年。期待《斗罗大陆》，期待由@X玖少年团肖战DAYTOY饰演的唐三！斗罗大陆预告《斗罗大陆》首爆预告片肖战吴宣仪共赴燃魂之旅,1,0,0,,[],"['肖战[超话]', '肖战唐三', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],转发理由:从歌手到演员，不断解锁新的身份，用努力与汗水一步一个脚印突破自我，时光虽轻描淡写，但每一笔都浓墨重彩，让我们一起做温和而有力量的人，共赴美好的未来！原始用户:parasolgirl转发内容:xz肖战原声台词“万中无一天才现，瞬息万变，赤子情义，至斗罗大陆之巅。”天资聪颖，双生武魂，为朋友两肋插刀，对恩师尊重敬爱，不失为赤子少年。期待《斗罗大陆》，期待由@X玖少年团肖战DAYTOY饰演的唐三！斗罗大陆预告《斗罗大陆》首爆预告片肖战吴宣仪共赴燃魂之旅
1212,我分享了由@超级星饭团组织的「年度2G艺人」应援活动，肖战当前已收到2027311份应援，排名第3，快来一起支持TA哦http://t.cn/A650LKlV原图,0,0,0,"<re.Match object; span=(79, 81), match='原图'>",['http://t.cn/A650LKlV'],[],[],我分享了由@超级星饭团组织的「年度2G艺人」应援活动，肖战当前已收到2027311份应援，排名第3，快来一起支持TA哦
1213,#肖战[超话]##肖战唐三#xz#肖战斗罗大陆#既入唐门，便一生都是唐门中人！坚守信念，在成长中不断提升自己！！期待青年演员@X玖少年团肖战DAYTOY对唐三的倾情出演肖战唐三/踩点可归弋的微博视频,19,13,169,,[],"['肖战[超话]', '肖战唐三', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],xz既入唐门，便一生都是唐门中人！坚守信念，在成长中不断提升自己！！期待青年演员@X玖少年团肖战DAYTOY对唐三的倾情出演肖战唐三/踩点可归弋的微博视频
1214,#肖战魏无羡[超话]##肖战余生请多指教#肖战余生请多指教#肖战斗罗大陆#肖战斗罗大陆香格里拉那些边哭边写表演心得的夜晚，象山海边的大风把烧火把的烟吹进眼睛里，寒夜里浸过的刺骨冷水，酷暑中不断擦去的汗水。他就是这样，没有任何投机取巧，一步一步，踏踏实实走到我们面前。@X玖少年团肖战DAYTOY江喃而已的微博视频肖战平安喜乐肖战余生请多指教肖战斗罗大陆,5,3,39,,[],"['肖战魏无羡[超话]', '肖战余生请多指教', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],肖战余生请多指教肖战斗罗大陆香格里拉那些边哭边写表演心得的夜晚，象山海边的大风把烧火把的烟吹进眼睛里，寒夜里浸过的刺骨冷水，酷暑中不断擦去的汗水。他就是这样，没有任何投机取巧，一步一步，踏踏实实走到我们面前。@X玖少年团肖战DAYTOY江喃而已的微博视频肖战平安喜乐肖战余生请多指教肖战斗罗大陆
1215,我在#森林驿站#帮助了猕猴，获得了爱心和动物卡片。#熊猫守护者#们，快加入驿站一起玩吧！熊猫守护者原图,0,0,1,"<re.Match object; span=(49, 51), match='原图'>",[],"['森林驿站', '熊猫守护者']",[],我在帮助了猕猴，获得了爱心和动物卡片。们，快加入驿站一起玩吧！熊猫守护者
1216,#肖战唐三刘海造型#xz#肖战唐三#“付出过的努力，也许现在看不到，但一定会以某种形式累积起来。如果说，我之所以得不到成果的理由，是因为我的努力不够，那我就用我的痛去弥补。加倍的努力、加倍的痛，我一定会成功的！”期待@X玖少年团肖战DAYTOY饰演的唐三，期待斗罗大陆电视剧的播出。肖战唐三/踩点可归弋的微博视频,0,0,0,,[],"['肖战唐三刘海造型', '肖战唐三']",['@X玖少年团肖战DAYTOY'],xz“付出过的努力，也许现在看不到，但一定会以某种形式累积起来。如果说，我之所以得不到成果的理由，是因为我的努力不够，那我就用我的痛去弥补。加倍的努力、加倍的痛，我一定会成功的！”期待@X玖少年团肖战DAYTOY饰演的唐三，期待斗罗大陆电视剧的播出。肖战唐三/踩点可归弋的微博视频
1217,转发理由://@磕颜日志:#肖战唐三刘海造型##肖战斗罗大陆#三哥三哥原始用户:1005号虾虾能量客栈转发内容:#肖战唐三刘海造型##肖战斗罗大陆#坚韧少年天生不凡，与命运勇敢抗争，且看@X玖少年团肖战DAYTOY饰演的唐三如何突破重重险阻，遨游斗罗大陆。来一起康康《斗罗大陆》高燃的精彩片段吧！1005号虾虾能量客栈的微博视频,0,0,0,,[],"['肖战唐三刘海造型', '肖战斗罗大陆', '肖战唐三刘海造型', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],转发理由://@磕颜日志:三哥三哥原始用户:1005号虾虾能量客栈转发内容:坚韧少年天生不凡，与命运勇敢抗争，且看@X玖少年团肖战DAYTOY饰演的唐三如何突破重重险阻，遨游斗罗大陆。来一起康康《斗罗大陆》高燃的精彩片段吧！1005号虾虾能量客栈的微博视频
1218,转发理由:因为是你，所以是你，有幸遇见，我们来日方长，愿你成为你心中那个最好的自己！愿我们都能成为那个最好的自己！肖战未来可期原始用户:parasolgirl转发内容:#肖战魏无羡[超话]##肖战余生请多指教#肖战余生请多指教#肖战斗罗大陆#肖战斗罗大陆他是炙热少年魏无羡，是深情款款的王爷，是庆余年的言冰云，是诛仙里纯真小凡，是买耳朵里孝心满满的外卖小哥，是余生中医术精湛的顾医生。更是解锁众多角色的演员肖战。用炙热之心演绎角色，用真诚之心回馈观众。让我们共同期待演员肖战的无限未来❤️@X玖少年团肖战DAYTOY肖战全平台安利组的微博视频肖战余生请多指教肖战斗罗大陆,0,0,0,,[],"['肖战魏无羡[超话]', '肖战余生请多指教', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],转发理由:因为是你，所以是你，有幸遇见，我们来日方长，愿你成为你心中那个最好的自己！愿我们都能成为那个最好的自己！肖战未来可期原始用户:parasolgirl转发内容:肖战余生请多指教肖战斗罗大陆他是炙热少年魏无羡，是深情款款的王爷，是庆余年的言冰云，是诛仙里纯真小凡，是买耳朵里孝心满满的外卖小哥，是余生中医术精湛的顾医生。更是解锁众多角色的演员肖战。用炙热之心演绎角色，用真诚之心回馈观众。让我们共同期待演员肖战的无限未来❤️@X玖少年团肖战DAYTOY肖战全平台安利组的微博视频肖战余生请多指教肖战斗罗大陆
1219,转发理由:肖战愿你星✨途坦荡，愿你平安顺遂，愿你日子清净，抬头遇见的都是柔情！✨原始用户:parasolgirl转发内容:#肖战[超话]##肖战斗罗大陆#肖战斗罗大陆#肖战余生请多指教#肖战余生请多指教弱者执着于感动自己，强者永远在路上，肖战与唐三，不同的人生，一致的信仰，燃烧的武魂在此刻觉醒，期待@X玖少年团肖战DAYTOY对唐三的精彩演绎！期待剧版《斗罗大陆》热血来袭！粉丝自制cr...全文,0,0,0,,[],"['肖战[超话]', '肖战斗罗大陆', '肖战余生请多指教']",['@X玖少年团肖战DAYTOY'],转发理由:肖战愿你星✨途坦荡，愿你平安顺遂，愿你日子清净，抬头遇见的都是柔情！✨原始用户:parasolgirl转发内容:肖战斗罗大陆肖战余生请多指教弱者执着于感动自己，强者永远在路上，肖战与唐三，不同的人生，一致的信仰，燃烧的武魂在此刻觉醒，期待@X玖少年团肖战DAYTOY对唐三的精彩演绎！期待剧版《斗罗大陆》热血来袭！粉丝自制cr...全文
1220,#肖战[超话]##肖战余生请多指教#xz#肖战斗罗大陆#多面肖战，演绎不同人生。肖战作为演员的可塑性之高，使之多个古装角色呈现完全是不一样的感觉，荧幕上的他从未有过重复感，每一个是他又不是他，期待演员肖战带来更多精彩的角色和作品每一个角色带来的感觉都不一样，却一次比一次更让人心动，一眼万年或许就是如此这般@X玖少年团肖战DAYTOY视频源于-Awide-的微博视频,23,5,170,,[],"['肖战[超话]', '肖战余生请多指教', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],xz多面肖战，演绎不同人生。肖战作为演员的可塑性之高，使之多个古装角色呈现完全是不一样的感觉，荧幕上的他从未有过重复感，每一个是他又不是他，期待演员肖战带来更多精彩的角色和作品每一个角色带来的感觉都不一样，却一次比一次更让人心动，一眼万年或许就是如此这般@X玖少年团肖战DAYTOY视频源于-Awide-的微博视频
1221,#肖战魏无羡[超话]##肖战余生请多指教#肖战余生请多指教#肖战斗罗大陆#肖战斗罗我们向爱而行跟肖战“益”起为爱而生肖战粉丝图书捐赠主题公益活动，成功为两所小学设立了公益图书室，获得了中国社会福利基金会与随手公益基金颁发的公益证书，捐出一本书，为山区孩子送去一份希望！芒果影视台的微博视频@X玖少年团肖战DAYTOY肖战余生请多指教肖战斗罗大陆,3,2,31,,[],"['肖战魏无羡[超话]', '肖战余生请多指教', '肖战斗罗大陆']",['@X玖少年团肖战DAYTOY'],肖战余生请多指教肖战斗罗我们向爱而行跟肖战“益”起为爱而生肖战粉丝图书捐赠主题公益活动，成功为两所小学设立了公益图书室，获得了中国社会福利基金会与随手公益基金颁发的公益证书，捐出一本书，为山区孩子送去一份希望！芒果影视台的微博视频@X玖少年团肖战DAYTOY肖战余生请多指教肖战斗罗大陆
1222,转发理由:我投给了“#肖战顺顺利利#”这个选项，你也快来表态吧~原始用户:虾圈兔转发内容:删除tp和🆔肖战哥哥肖战正能量艺人,0,0,0,,[],['肖战顺顺利利'],[],转发理由:我投给了“”这个选项，你也快来表态吧~原始用户:虾圈兔转发内容:删除tp和🆔肖战哥哥肖战正能量艺人
1223,转发理由:我投给了“#肖战斗罗大陆#”这个选项，你也快来表态吧~原始用户:虾圈兔转发内容:删除tp和🆔肖战哥哥肖战正能量艺人,0,0,0,,[],['肖战斗罗大陆'],[],转发理由:我投给了“”这个选项，你也快来表态吧~原始用户:虾圈兔转发内容:删除tp和🆔肖战哥哥肖战正能量艺人
1224,转发理由:我投给了“#肖战顾魏#”这个选项，你也快来表态吧~原始用户:虾圈兔转发内容:删除tp和🆔肖战哥哥肖战正能量艺人,0,0,0,,[],['肖战顾魏'],[],转发理由:我投给了“”这个选项，你也快来表态吧~原始用户:虾圈兔转发内容:删除tp和🆔肖战哥哥肖战正能量艺人
1225,转发理由:我投给了“#肖战唐三#”这个选项，你也快来表态吧~原始用户:虾圈兔转发内容:删除tp和🆔肖战哥哥肖战正能量艺人,0,0,0,,[],['肖战唐三'],[],转发理由:我投给了“”这个选项，你也快来表态吧~原始用户:虾圈兔转发内容:删除tp和🆔肖战哥哥肖战正能量艺人
